frame_number,timestamp_ms,speed_center_of_mass,angle_left_elbow,angle_right_elbow,angle_left_shoulder,angle_right_shoulder,angle_left_hip,angle_right_hip,angle_left_knee,angle_right_knee,angle_left_ankle,angle_right_ankle,angle_upper_back,angle_lower_back,landmark_nose_x,landmark_nose_y,landmark_nose_z,landmark_nose_visibility,landmark_left_shoulder_x,landmark_left_shoulder_y,landmark_left_shoulder_z,landmark_left_shoulder_visibility,landmark_right_shoulder_x,landmark_right_shoulder_y,landmark_right_shoulder_z,landmark_right_shoulder_visibility,landmark_left_elbow_x,landmark_left_elbow_y,landmark_left_elbow_z,landmark_left_elbow_visibility,landmark_right_elbow_x,landmark_right_elbow_y,landmark_right_elbow_z,landmark_right_elbow_visibility,landmark_left_wrist_x,landmark_left_wrist_y,landmark_left_wrist_z,landmark_left_wrist_visibility,landmark_right_wrist_x,landmark_right_wrist_y,landmark_right_wrist_z,landmark_right_wrist_visibility,landmark_left_hip_x,landmark_left_hip_y,landmark_left_hip_z,landmark_left_hip_visibility,landmark_right_hip_x,landmark_right_hip_y,landmark_right_hip_z,landmark_right_hip_visibility,landmark_left_knee_x,landmark_left_knee_y,landmark_left_knee_z,landmark_left_knee_visibility,landmark_right_knee_x,landmark_right_knee_y,landmark_right_knee_z,landmark_right_knee_visibility,landmark_left_ankle_x,landmark_left_ankle_y,landmark_left_ankle_z,landmark_left_ankle_visibility,landmark_right_ankle_x,landmark_right_ankle_y,landmark_right_ankle_z,landmark_right_ankle_visibility,landmark_left_heel_x,landmark_left_heel_y,landmark_left_heel_z,landmark_left_heel_visibility,landmark_right_heel_x,landmark_right_heel_y,landmark_right_heel_z,landmark_right_heel_visibility,move_id,move_type,form_quality,effort_level,tag_type,tag_level,tag_locations,tag_note
10,333.41666666666663,295.42757878915086,177.9619850968853,162.10200763906556,147.51530987793618,154.37134988179682,,39.56070129438997,,144.89641869759225,,137.04446657174788,179.99913512856057,,504.8489212989807,794.1390037536621,-0.7507282495498657,0.999672532081604,388.06371688842773,861.7142486572266,-0.5908982157707214,0.9990876317024231,574.280047416687,882.5370025634766,-0.7304364442825317,0.9998388290405273,416.0506582260132,722.4090385437012,-0.539661169052124,0.5518606305122375,629.1038417816162,749.6773338317871,-0.7319048643112183,0.9454646706581116,439.2981684207916,580.781307220459,-0.6599208116531372,0.5701525211334229,640.8719372749329,600.9864234924316,-0.7855573296546936,0.9331167936325073,459.4176650047302,1046.392593383789,0.07964237034320831,0.9997665286064148,584.465081691742,1064.4002151489258,-0.07981190830469131,0.9999244809150696,405.91628551483154,873.013858795166,0.34369200468063354,0.1604113131761551,736.5418267250061,857.7908134460449,0.11861998587846756,0.8596535921096802,418.717246055603,799.8387336730957,0.8201712369918823,0.3214639127254486,813.7068557739258,831.9101142883301,0.5707855820655823,0.7894740700721741,427.12101459503174,798.4176063537598,0.8650009036064148,0.31614187359809875,824.2805743217468,836.7097663879395,0.6185190081596375,0.7095287442207336,,,,,,,,
11,366.7583333333333,272.17791863700285,179.02656723458733,166.23436328957183,145.89924463255204,157.02606802345244,,38.32016242992003,,162.31867943148197,,107.72480783878987,179.9991344427784,,503.63558650016785,805.576114654541,-0.788482129573822,0.9997040629386902,388.21154952049255,874.4900894165039,-0.6305530667304993,0.9991635680198669,574.5405006408691,892.8215217590332,-0.7809809446334839,0.9998445510864258,415.8542239665985,724.1753768920898,-0.5963332056999207,0.5895369052886963,624.8722815513611,750.6485366821289,-0.7911337614059448,0.9487114548683167,439.6910047531128,580.9147453308105,-0.724469006061554,0.6081167459487915,640.0339937210083,599.5281028747559,-0.851664662361145,0.9361757636070251,461.742399930954,1042.1525573730469,0.07876012474298477,0.9997684359550476,584.4150638580322,1055.2434539794922,-0.07878686487674713,0.9999232292175293,410.86434960365295,876.8357276916504,0.32320040464401245,0.16163578629493713,712.5167226791382,871.2111854553223,0.09000324457883835,0.8587528467178345,429.0149974822998,786.7281532287598,0.7686740159988403,0.33432525396347046,831.9264149665833,779.6591377258301,0.4359350800514221,0.802858293056488,441.4768087863922,782.2094535827637,0.8084854483604431,0.3178490400314331,870.0018954277039,806.1199378967285,0.46246397495269775,0.7181956768035889,,,,,,,,
12,400.1,186.25424428494932,179.54460946527314,172.1158191618865,145.5363624606638,159.64456911510658,,37.65480500569503,,171.19541712988092,,155.35185994838622,179.9991330371074,,504.8909890651703,805.8888816833496,-0.6632290482521057,0.9997323155403137,388.5948586463928,878.8642501831055,-0.5939089059829712,0.9992271661758423,575.0806546211243,891.668815612793,-0.7284275889396667,0.9998406767845154,415.77948689460754,725.3383255004883,-0.5644860863685608,0.6232491731643677,617.065122127533,750.9012794494629,-0.7312125563621521,0.9504959583282471,439.95625376701355,582.1812057495117,-0.6602209210395813,0.6412584185600281,640.3632616996765,599.0591239929199,-0.7568796873092651,0.936480700969696,462.65836358070374,1041.9665908813477,0.06813748180866241,0.9997713565826416,585.5275583267212,1051.142463684082,-0.06801555305719376,0.9999201893806458,400.2253568172455,871.6377067565918,0.16766972839832306,0.1669004112482071,700.3217697143555,880.3543853759766,-0.04437173157930374,0.8587110042572021,399.57966327667236,732.7658843994141,0.4485991597175598,0.37196478247642517,820.2841687202454,750.4041481018066,0.1712540239095688,0.8188725113868713,413.6545979976654,720.0385093688965,0.4694904088973999,0.3495684564113617,850.2223205566406,737.9172706604004,0.18215416371822357,0.7379517555236816,,,,,,,,
13,433.44166666666666,129.78691881381013,179.2202180375477,171.78303011201876,146.90035373900741,162.89595363639316,,34.12590269110365,,171.98172109465753,,160.7979421380111,179.99916147517683,,505.49809098243713,796.0940551757812,-0.6724320650100708,0.9997565746307373,388.59498739242554,873.6025428771973,-0.5924807190895081,0.9992804527282715,581.2359380722046,889.1114044189453,-0.6951054334640503,0.9998323917388916,414.174667596817,718.3543968200684,-0.5656636357307434,0.6544349193572998,620.8854031562805,746.488037109375,-0.6737534403800964,0.9515545964241028,440.0839376449585,573.4300804138184,-0.6610628962516785,0.6714375615119934,640.4608511924744,594.0792846679688,-0.7052655816078186,0.9374973177909851,461.4492452144623,1039.2290496826172,0.055464036762714386,0.9997624754905701,585.5247902870178,1045.784568786621,-0.05540570244193077,0.9999113082885742,397.2735321521759,868.0684089660645,0.16411064565181732,0.16671283543109894,695.2927565574646,873.8666725158691,-0.014515978284180164,0.851635217666626,404.3258857727051,719.4116592407227,0.4759780466556549,0.39361482858657837,814.4662642478943,734.7072601318359,0.251409113407135,0.8308734893798828,420.0705599784851,704.8760604858398,0.501136839389801,0.363025039434433,833.9699363708496,723.3459091186523,0.26813021302223206,0.7505790591239929,,,,,,,,
14,466.7833333333333,161.13013279033717,179.43842487608853,176.30843465436226,145.81486725935355,167.57439388019995,,31.88466911485487,,173.66067504010528,,160.82375343000487,179.99918377408648,,506.00512504577637,798.7924575805664,-0.7789298892021179,0.9997788071632385,388.7437856197357,874.749813079834,-0.6604282855987549,0.9993278980255127,586.9769167900085,885.864200592041,-0.7476980686187744,0.9998268485069275,414.09449100494385,718.3495330810547,-0.6479591131210327,0.6840012669563293,618.2141804695129,741.2025833129883,-0.7278449535369873,0.9514473080635071,440.1912796497345,566.7683601379395,-0.7725873589515686,0.6982229351997375,640.7095241546631,590.5643463134766,-0.7822412848472595,0.9375120997428894,462.2514295578003,1032.5440979003906,0.04668734222650528,0.9997637867927551,587.5941252708435,1032.8295135498047,-0.046542346477508545,0.9999082684516907,385.09979009628296,841.9711875915527,0.08948743343353271,0.16870014369487762,694.3100380897522,859.6636962890625,-0.07217096537351608,0.8427196741104126,397.7035117149353,687.623233795166,0.38689467310905457,0.41570258140563965,808.1921482086182,713.8140106201172,0.18051831424236298,0.8409534692764282,414.36360239982605,673.3582305908203,0.40902748703956604,0.37871482968330383,825.1517987251282,702.8673362731934,0.19513723254203796,0.7615167498588562,,,,,,,,
15,500.12500000000006,114.89587961188985,177.0052940368793,178.6982483383995,146.206267695119,171.88497220744748,,31.5239675687706,,178.87560901922106,,178.80618703373662,179.99920613832657,,506.4670979976654,809.9612617492676,-0.8808863162994385,0.9997971653938293,388.91064047813416,882.6556205749512,-0.6393121480941772,0.9993488192558289,592.6638865470886,895.17333984375,-0.7456549406051636,0.9997830390930176,411.59038066864014,719.6542167663574,-0.6263517737388611,0.7084543704986572,619.9693751335144,740.2878570556641,-0.7324385046958923,0.9512968063354492,440.250985622406,571.043758392334,-0.7605865001678467,0.7187362909317017,642.6908612251282,591.7407989501953,-0.7859760522842407,0.9362086057662964,462.8163993358612,1035.044288635254,0.048371389508247375,0.999743640422821,588.0586409568787,1035.237693786621,-0.04821689799427986,0.9998919367790222,396.74596309661865,854.9911880493164,0.09474294632673264,0.16747701168060303,698.1225943565369,868.3622360229492,-0.0714685246348381,0.8180480003356934,416.7562508583069,698.5598945617676,0.41816651821136475,0.4195244312286377,806.2391996383667,697.2246551513672,0.22135718166828156,0.8431347608566284,431.4546060562134,681.5774345397949,0.44355344772338867,0.3766688108444214,819.7561168670654,674.8076248168945,0.24138547480106354,0.761472761631012,,,,,,,,
16,533.4666666666667,154.99821716500958,175.69673081147835,178.69680295502394,145.79590057417454,172.4389808435285,,31.216909304163114,,175.43703489233465,,170.29503130585002,179.99921181616418,,506.00303292274475,805.3621673583984,-0.9752936363220215,0.999815821647644,389.7017204761505,878.8406753540039,-0.667634129524231,0.9993730187416077,594.9096035957336,891.6625785827637,-0.7735422253608704,0.9997445344924927,410.03097653388977,719.9240112304688,-0.6526098251342773,0.7328521609306335,621.7156863212585,740.3306007385254,-0.7378683090209961,0.9510324597358704,440.84598541259766,569.714241027832,-0.792147159576416,0.7411771416664124,644.618124961853,591.386833190918,-0.7855880260467529,0.9361706972122192,464.5591700077057,1026.302261352539,0.04790961742401123,0.9997369050979614,588.9778876304626,1028.4064865112305,-0.04771609976887703,0.9998802542686462,400.55031180381775,847.5190544128418,0.05686305835843086,0.1753944754600525,700.8896684646606,860.606575012207,-0.0961795374751091,0.8098331093788147,416.5596878528595,684.6608734130859,0.3604739010334015,0.4445531666278839,797.0711946487427,688.0702972412109,0.1811424344778061,0.8526518940925598,433.3296310901642,664.885311126709,0.3816959261894226,0.3968031406402588,812.9108190536499,668.3998489379883,0.19771642982959747,0.7732160687446594,,,,,,,,
17,566.8083333333334,71.3053083241701,175.79521648028273,136.69010985813728,145.39826134418593,167.78496124610965,,32.46336003017626,,172.76349026740402,,178.7406517223715,179.99916123398086,,506.19476795196533,807.040958404541,-1.0212068557739258,0.9998313188552856,396.8817901611328,876.8484306335449,-0.6797726154327393,0.9993723630905151,589.4883012771606,892.0914459228516,-0.8216539025306702,0.9996993541717529,421.23223543167114,716.6559791564941,-0.674686849117279,0.7536466717720032,555.0486731529236,734.7205924987793,-0.8177123665809631,0.9499555230140686,454.2626738548279,571.8336868286133,-0.8234134316444397,0.7552672028541565,637.1995854377747,597.8128051757812,-0.8690614700317383,0.9283829927444458,469.1345143318176,1025.2610778808594,0.05562616512179375,0.9997313022613525,589.7972273826599,1029.1161346435547,-0.055499084293842316,0.9998725652694702,411.7385673522949,848.5149192810059,0.05874517932534218,0.18017366528511047,702.8376603126526,850.5398368835449,-0.15957021713256836,0.8019101023674011,422.98466205596924,687.275562286377,0.3417711853981018,0.4598020613193512,787.3914241790771,670.0178146362305,0.07800804078578949,0.8584725856781006,438.1567060947418,667.4513053894043,0.36069080233573914,0.40743473172187805,799.2642545700073,643.1472015380859,0.09040921181440353,0.779070258140564,,,,,,,,
18,600.15,107.64361126533025,178.28176864474847,134.281247802721,143.13366312999835,164.91290409568248,,26.515035880218587,,172.7792679249094,,175.036449350898,179.99910410906878,,500.6186807155609,805.484561920166,-1.0218358039855957,0.9998465776443481,400.09435772895813,874.9865913391113,-0.6893750429153442,0.9993923306465149,580.1032948493958,892.8100776672363,-0.8802850842475891,0.9996631741523743,426.4898693561554,714.8121070861816,-0.6827908158302307,0.7736941576004028,546.3157653808594,731.0510444641113,-0.9610292911529541,0.9506863355636597,454.3596839904785,572.4431991577148,-0.8580352663993835,0.7693468332290649,635.8766555786133,597.8742599487305,-1.07640540599823,0.9247193932533264,475.39321303367615,1019.5817184448242,0.0751836821436882,0.9997327327728271,572.2532629966736,1029.4095611572266,-0.07491513341665268,0.999851405620575,499.93008255958557,828.3645629882812,0.09385180473327637,0.18529289960861206,686.4793825149536,829.9923133850098,-0.1012023463845253,0.7901203632354736,531.5690982341766,695.3033065795898,0.44320473074913025,0.472379595041275,756.1723780632019,662.4282646179199,0.19316168129444122,0.8587647676467896,550.9239721298218,680.8002090454102,0.46956226229667664,0.41612258553504944,765.0095057487488,634.603443145752,0.21649518609046936,0.7761341333389282,,,,,,,,
19,633.4916666666667,63.62582530624824,168.0070890073281,136.13417864678976,160.50618641369837,166.51525898865555,,25.861798447446947,,169.75782427852917,,154.18157424780864,179.9988945045537,,495.9148156642914,810.4185104370117,-1.1397737264633179,0.999860405921936,429.081494808197,874.6136283874512,-0.7304843664169312,0.999408483505249,574.5088291168213,893.0563545227051,-0.8995758891105652,0.9996280074119568,427.093688249588,709.4853973388672,-0.7327635884284973,0.7930287718772888,543.8146162033081,728.071231842041,-0.9589003920555115,0.9534032344818115,454.3616473674774,573.0624961853027,-0.9398033618927002,0.7857968807220459,629.8935699462891,597.1623802185059,-1.0674928426742554,0.9268705248832703,480.72941422462463,1015.1133728027344,0.07704461365938187,0.999731719493866,567.5649118423462,1027.9969024658203,-0.07665225863456726,0.9998255968093872,520.2120244503021,830.4986000061035,0.02959754317998886,0.20607300102710724,676.5056848526001,829.8965263366699,-0.09573362022638321,0.790488600730896,583.5551047325134,683.2312202453613,0.34935981035232544,0.502107560634613,735.0068521499634,655.7160758972168,0.20129084587097168,0.861742377281189,608.7526988983154,665.9625434875488,0.3709316849708557,0.44476065039634705,753.5942387580872,636.7245483398438,0.21908116340637207,0.7785182595252991,,,,,,,,
