frame_number,timestamp_ms,speed_center_of_mass,angle_left_elbow,angle_right_elbow,angle_left_shoulder,angle_right_shoulder,angle_left_hip,angle_right_hip,angle_left_knee,angle_right_knee,angle_left_ankle,angle_right_ankle,angle_upper_back,angle_lower_back,landmark_nose_x,landmark_nose_y,landmark_nose_z,landmark_nose_visibility,landmark_left_shoulder_x,landmark_left_shoulder_y,landmark_left_shoulder_z,landmark_left_shoulder_visibility,landmark_right_shoulder_x,landmark_right_shoulder_y,landmark_right_shoulder_z,landmark_right_shoulder_visibility,landmark_left_elbow_x,landmark_left_elbow_y,landmark_left_elbow_z,landmark_left_elbow_visibility,landmark_right_elbow_x,landmark_right_elbow_y,landmark_right_elbow_z,landmark_right_elbow_visibility,landmark_left_wrist_x,landmark_left_wrist_y,landmark_left_wrist_z,landmark_left_wrist_visibility,landmark_right_wrist_x,landmark_right_wrist_y,landmark_right_wrist_z,landmark_right_wrist_visibility,landmark_left_hip_x,landmark_left_hip_y,landmark_left_hip_z,landmark_left_hip_visibility,landmark_right_hip_x,landmark_right_hip_y,landmark_right_hip_z,landmark_right_hip_visibility,landmark_left_knee_x,landmark_left_knee_y,landmark_left_knee_z,landmark_left_knee_visibility,landmark_right_knee_x,landmark_right_knee_y,landmark_right_knee_z,landmark_right_knee_visibility,landmark_left_ankle_x,landmark_left_ankle_y,landmark_left_ankle_z,landmark_left_ankle_visibility,landmark_right_ankle_x,landmark_right_ankle_y,landmark_right_ankle_z,landmark_right_ankle_visibility,landmark_left_heel_x,landmark_left_heel_y,landmark_left_heel_z,landmark_left_heel_visibility,landmark_right_heel_x,landmark_right_heel_y,landmark_right_heel_z,landmark_right_heel_visibility
0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,33.33952912019826,0.0,103.71636323677103,,81.13511404308304,,156.9303213049171,,127.20817404342603,,155.5220134560101,,179.99870570618495,,646.3961720466614,1001.3644409179688,0.14835740625858307,0.9996154308319092,635.7856321334839,1056.7945861816406,-0.19789300858974457,0.9997631907463074,760.8566093444824,1050.9221649169922,0.1921781748533249,0.9995326995849609,541.1970162391663,1071.1549758911133,-0.19542552530765533,0.9675362706184387,765.6957864761353,1122.5336837768555,0.45537152886390686,0.4926597476005554,500.82950234413147,972.9683303833008,-0.018167385831475258,0.9663315415382385,739.1344499588013,1054.5213317871094,0.71229487657547,0.4092911183834076,634.6710777282715,1331.8162536621094,-0.14390891790390015,0.9998989105224609,712.6482367515564,1339.3627166748047,0.14338988065719604,0.9998267292976379,557.6911211013794,1510.5456161499023,-0.051150765269994736,0.8974343538284302,680.9835362434387,1515.8763885498047,0.26252660155296326,0.3777162432670593,650.163152217865,1674.056282043457,-0.1148390918970108,0.9577800035476685,691.4709305763245,1683.837547302246,0.20306003093719482,0.668878972530365,680.4282546043396,1696.0710525512695,-0.11109225451946259,0.9824823141098022,714.1511535644531,1709.6791076660156,0.19770371913909912,0.7678995728492737
2,66.67905824039651,166.2939962143714,101.21219468906376,,81.4356621303402,,157.96056842610577,,127.254733292035,,156.3009698338328,,179.99864147844318,,644.2034339904785,1000.2175140380859,0.14853288233280182,0.9995960593223572,637.0327949523926,1057.1468353271484,-0.2027563750743866,0.9997528195381165,756.153130531311,1050.801773071289,0.20267637073993683,0.9995061159133911,534.9621677398682,1071.1909103393555,-0.18902049958705902,0.9685161709785461,760.9677815437317,1100.3117752075195,0.5147364139556885,0.46569445729255676,500.72898387908936,972.0316314697266,0.041235972195863724,0.9663032293319702,739.1101813316345,1048.0651473999023,0.8325979113578796,0.38354963064193726,633.5677886009216,1329.053077697754,-0.14133404195308685,0.9998980760574341,707.8430485725403,1332.7428817749023,0.14077037572860718,0.9998294115066528,557.2295022010803,1510.9253311157227,-0.0609247200191021,0.8921827077865601,679.6123909950256,1518.2085800170898,0.22952957451343536,0.3833402991294861,651.5028834342957,1674.371452331543,-0.10854081064462662,0.9539813995361328,691.5215277671814,1691.1698913574219,0.19013644754886627,0.669410228729248,680.1478457450867,1695.4327011108398,-0.10256526619195938,0.9815129041671753,714.0930891036987,1717.8793716430664,0.18754683434963226,0.769927442073822
3,100.0185873605948,106.82337987943279,98.87382576734085,,81.50281595323865,,157.79945561604708,,125.36103571152597,,156.94810999443342,,179.99861991009004,,642.7681732177734,999.8026657104492,0.1501939743757248,0.9996160268783569,637.6727271080017,1057.1839141845703,-0.20254182815551758,0.9997643232345581,754.9476170539856,1051.2502670288086,0.2133205384016037,0.9995245933532715,530.086008310318,1071.0233688354492,-0.18876565992832184,0.969427764415741,758.6116003990173,1098.035659790039,0.5255662798881531,0.4508788287639618,500.7006275653839,969.9034881591797,0.022587304934859276,0.966938853263855,740.501024723053,1046.7799758911133,0.8240587711334229,0.37132811546325684,632.1518397331238,1328.162841796875,-0.14138643443584442,0.9999051094055176,706.3107776641846,1331.858139038086,0.1408292055130005,0.9998413920402527,553.0356001853943,1511.2726593017578,-0.057221055030822754,0.8908988833427429,677.9864573478699,1518.614387512207,0.2595892548561096,0.37829217314720154,652.0976901054382,1674.3855285644531,-0.14884470403194427,0.9538110494613647,688.3117604255676,1690.704689025879,0.1749381422996521,0.6689914464950562,680.1528668403625,1694.5280456542969,-0.1471284031867981,0.9819068908691406,708.5481262207031,1717.55126953125,0.16755029559135437,0.7720821499824524
4,133.35811648079303,73.8545160555646,98.05394110967075,,81.05127107392364,,158.88419088071217,,125.41820433811066,,156.63353950171395,,179.9985722961819,,640.7482767105103,1000.4751205444336,0.1507878601551056,0.9996247291564941,641.212728023529,1057.020149230957,-0.20425085723400116,0.9997735619544983,754.6816277503967,1054.0113830566406,0.2220955640077591,0.9995293021202087,528.0565845966339,1070.7999801635742,-0.18897247314453125,0.970792293548584,758.7761378288269,1101.0469436645508,0.5357876420021057,0.4323335289955139,500.6941258907318,968.661003112793,0.032334666699171066,0.9676735401153564,739.2359018325806,1053.691062927246,0.8341745734214783,0.35321152210235596,631.7340588569641,1327.6952362060547,-0.14162477850914001,0.9999093413352966,706.4034104347229,1331.9098663330078,0.141038715839386,0.9998477697372437,552.9233980178833,1512.2731018066406,-0.054829709231853485,0.8870589137077332,677.961094379425,1518.6134719848633,0.2642519474029541,0.37559637427330017,652.2196769714355,1674.561653137207,-0.13229472935199738,0.9516329169273376,688.3018469810486,1690.6835174560547,0.19394369423389435,0.6655886769294739,679.4839668273926,1693.7753677368164,-0.12736932933330536,0.9818568825721741,708.6452007293701,1718.3809661865234,0.18967922031879425,0.773595929145813
5,166.6976456009913,17.571850934167852,97.44894127765637,,80.52492429182847,,159.36450349773688,,125.92606057887184,,157.10366006283445,,179.99850055640292,,639.4272780418396,1000.4732894897461,0.13948330283164978,0.9996355772018433,643.3461785316467,1056.8727493286133,-0.20404890179634094,0.9997748136520386,751.4219069480896,1056.1663055419922,0.224816232919693,0.9995094537734985,527.7128326892853,1071.1208724975586,-0.18431511521339417,0.9723078012466431,747.0481467247009,1097.8656005859375,0.5313639044761658,0.40811631083488464,501.16108775138855,968.2559967041016,0.04660014063119888,0.9684600234031677,722.1178293228149,1040.6383895874023,0.8126079440116882,0.3378520607948303,631.7543363571167,1327.7277374267578,-0.14069607853889465,0.9999085664749146,706.7523121833801,1332.0880508422852,0.1400984823703766,0.9998472332954407,553.0498266220093,1512.3719787597656,-0.05467597767710686,0.8794482946395874,678.5119342803955,1520.5619430541992,0.2443322092294693,0.3707493245601654,651.2759685516357,1675.9263610839844,-0.10027671605348587,0.9465999007225037,688.9776992797852,1693.1694030761719,0.1945950984954834,0.6560060977935791,677.352511882782,1694.952735900879,-0.09362590312957764,0.9804761409759521,708.7239933013916,1720.960464477539,0.19180820882320404,0.7702597975730896
6,200.0371747211896,96.7889373569435,96.22877078744473,,79.85185046085707,,160.27762516034232,,128.79643821570076,,154.93349994482935,,179.99848008890436,,639.3799638748169,1000.4929733276367,0.16198362410068512,0.9996337294578552,644.6565556526184,1055.8321380615234,-0.1780238151550293,0.9997760057449341,751.2789988517761,1056.0356140136719,0.22980210185050964,0.9994907975196838,528.3625495433807,1072.2857666015625,-0.17265935242176056,0.9735534191131592,748.5005950927734,1102.2534942626953,0.5193275213241577,0.3998926877975464,501.8946182727814,968.309211730957,0.04142576828598976,0.96891850233078,729.8425269126892,1058.8041687011719,0.8094222545623779,0.3204827308654785,635.0757265090942,1317.7124404907227,-0.13862308859825134,0.9998990297317505,708.5188364982605,1323.6396789550781,0.13811974227428436,0.9998303055763245,557.3724746704102,1511.8115615844727,-0.09536436945199966,0.8674858212471008,678.6531686782837,1519.3145370483398,0.17154258489608765,0.3602331578731537,652.6914668083191,1681.0724258422852,-0.10144050419330597,0.9369999766349792,689.6249055862427,1696.2071228027344,0.1607005000114441,0.6363032460212708,678.1431412696838,1699.258804321289,-0.09742112457752228,0.9766746759414673,708.8966417312622,1723.1738662719727,0.15956248342990875,0.7542647123336792
7,233.37670384138784,106.74534718929092,95.24591163928285,,78.79583203545981,,160.69366430074663,,130.18247850778383,,157.37360250659881,,179.9984274122131,,639.4661593437195,1000.4748916625977,0.16436262428760529,0.9996348023414612,646.230411529541,1054.262351989746,-0.17253102362155914,0.9997701048851013,749.2666983604431,1056.0102081298828,0.23245711624622345,0.9994707703590393,528.265700340271,1072.6861953735352,-0.13796600699424744,0.9745449423789978,740.1369309425354,1101.8282318115234,0.518035352230072,0.37602096796035767,502.1160936355591,968.7546157836914,0.11106656491756439,0.9690731763839722,699.1774106025696,1046.664047241211,0.7965664863586426,0.3024562895298004,635.5842733383179,1316.2075424194336,-0.13163785636425018,0.9998895525932312,709.5097947120667,1323.2094955444336,0.13107293844223022,0.9998197555541992,558.6339282989502,1510.228385925293,-0.09372112154960632,0.8686785101890564,680.187177658081,1519.2463302612305,0.15868611633777618,0.3751945197582245,650.5708909034729,1681.8064498901367,-0.1147809624671936,0.9357594847679138,694.5122337341309,1698.2794189453125,0.12822620570659637,0.6398853063583374,674.937493801117,1701.672134399414,-0.10944333672523499,0.9757012724876404,709.0175986289978,1724.8915100097656,0.12587088346481323,0.754547655582428
8,266.71623296158606,102.2836153523752,93.95852572961806,,78.48871434593352,,160.89714265041889,,132.29674899363334,,161.45617332479802,,179.99834297579247,,638.4601378440857,1000.3635406494141,0.1542135775089264,0.99964439868927,646.4306116104126,1054.7151947021484,-0.17316749691963196,0.9997593760490417,744.2042756080627,1056.983871459961,0.22981120645999908,0.9994530081748962,528.459849357605,1073.9305114746094,-0.12384127825498581,0.9753267765045166,716.691312789917,1099.7649765014648,0.5062264800071716,0.3517917990684509,503.90305638313293,969.3120574951172,0.12951990962028503,0.968924343585968,659.5552396774292,1032.253646850586,0.760622501373291,0.2873013913631439,636.0717701911926,1317.1887588500977,-0.12479337304830551,0.9998666644096375,709.6221899986267,1323.4704208374023,0.12427413463592529,0.9997988343238831,560.5033850669861,1510.3843688964844,-0.09430448710918427,0.8680402636528015,680.1879501342773,1519.4446563720703,0.13498251140117645,0.3880479335784912,646.6685342788696,1684.4178771972656,-0.09357738494873047,0.9324744939804077,695.1327896118164,1703.2770538330078,0.13495421409606934,0.6380549669265747,669.3354320526123,1707.176628112793,-0.08535514771938324,0.9733279943466187,709.0684533119202,1733.1675338745117,0.13467557728290558,0.7499727606773376
9,300.05576208178434,22.40594046928392,94.24583419587245,,78.74851960740446,,161.67006850769914,,137.85762379677058,,165.56194444732088,,179.99833400888298,,638.2094049453735,1000.4053115844727,0.15416085720062256,0.999642014503479,646.2586712837219,1054.7877502441406,-0.17654375731945038,0.999746561050415,743.4758949279785,1058.0984115600586,0.2438124269247055,0.9994044303894043,528.7298619747162,1074.1484069824219,-0.1374800056219101,0.9766431450843811,723.706169128418,1100.6648254394531,0.5244210362434387,0.329445481300354,503.7545156478882,970.9144592285156,0.1149556040763855,0.9696669578552246,679.398672580719,1035.0232315063477,0.7730663418769836,0.2709171175956726,637.5961875915527,1316.315689086914,-0.12658123672008514,0.9998354911804199,710.1023483276367,1323.2347869873047,0.12606899440288544,0.9997574090957642,565.7620811462402,1511.2712860107422,-0.10549955070018768,0.8675893545150757,680.3053665161133,1519.3154525756836,0.12892551720142365,0.4024316966533661,639.088933467865,1693.5364151000977,-0.09248204529285431,0.929889440536499,695.8054232597351,1709.0852737426758,0.1425260305404663,0.6386280059814453,656.7955040931702,1717.5939559936523,-0.08407188206911087,0.9713414907455444,707.5627684593201,1740.6855010986328,0.14322564005851746,0.7470391392707825
