frame_number,timestamp_ms,angle_left_ankle,angle_left_elbow,angle_left_hip,angle_left_knee,angle_left_shoulder,angle_lower_back,angle_right_ankle,angle_right_elbow,angle_right_hip,angle_right_knee,angle_right_shoulder,angle_upper_back,speed_center_of_mass,speed_left_ankle,speed_left_elbow,speed_left_heel,speed_left_hip,speed_left_knee,speed_left_shoulder,speed_left_wrist,speed_nose,speed_right_ankle,speed_right_elbow,speed_right_heel,speed_right_hip,speed_right_knee,speed_right_shoulder,speed_right_wrist,velocity_center_of_mass_x,velocity_center_of_mass_y,velocity_left_hip_x,velocity_left_hip_y,velocity_left_wrist_x,velocity_left_wrist_y,velocity_right_hip_x,velocity_right_hip_y,velocity_right_wrist_x,velocity_right_wrist_y
10,332.42009132420094,122.19436537425771,98.67806950281313,140.29303949074335,50.05374011178213,58.903073883031624,176.88700103686298,170.31313669108067,88.86163296721593,167.06896334299233,87.31581794250677,159.48655896639207,179.9956249875009,28.14717725422372,1136.9367453717093,108.93040391619462,1209.356985474957,32.00275333854335,256.25999548538164,76.76601449697633,52.62835601522727,19.428538605407777,70.93080542270022,183.2122286395616,38.320672827440475,53.97995992957186,356.96354095869367,49.03616555389561,397.1909319789078,-28.08679215364404,1.8427408658541147,-13.297688240533347,-29.10923751500937,17.67644987001524,49.57102961265124,-42.875896066754734,32.7947192467176,-42.49395451375417,394.91125620328467
11,365.66210045662103,122.4198811244201,90.60781544194693,103.26014508034233,105.16023074718478,55.04264977609515,174.80840389258825,163.80338479713993,130.67908789335294,153.80070673101423,110.99216815739798,163.60879540833366,179.99581868333544,74.888449289336,1377.3953446426121,8.876420266299116,1469.826762889906,43.55321736909713,494.08368076931873,94.35294536941217,17.378961322014174,26.325850103109538,231.6930147686382,55.58406836536228,202.00507680660525,127.96867574613258,437.7265969316155,38.30919766775957,43.025154567345794,-68.64355859029425,29.938966265091537,-38.14023823201001,-21.028670210104725,4.0757824922655965,16.894268072568455,-99.14687894857848,80.9066027402878,-0.1641861685029753,-43.024841294838836
12,398.9041095890411,145.42088687008857,72.36157804495063,13.719962544249519,126.5569280698483,53.781343872251504,148.55731071447138,141.62332670077905,134.12606740583823,141.25390826095682,143.04459160173258,163.0393866466988,179.9966203620669,106.2255001530255,280.4313284549222,72.62774040459955,303.5917941936247,44.98161578488993,585.8492863792076,173.38941872828633,6.5487562347323065,29.826804057177,234.40619094758435,110.2025389330656,179.35191041291773,183.3117911671195,442.5146006612678,55.24198704741993,43.32723680575702,-74.97881408576127,75.24649042349594,-44.98109668493271,0.21610099535722,5.784083919210748,3.0709251761436467,-104.97653148658983,150.27687985163467,23.927351242893344,-36.121064653763405
13,432.14611872146116,114.5697452941672,65.0109539161451,134.6852962086912,150.48259205221538,58.51312262515857,127.65982210557715,45.84078780120999,147.4650622038183,123.35507461550186,164.7322560507575,157.44653064672138,179.9966849897669,167.18707503694836,1217.9239911281652,138.6399982981898,1237.227142652902,118.94543646243373,417.3248285601887,127.16599630899752,9.563977936776737,43.02828516984011,395.68655021951855,260.8168058963246,203.76451070150333,220.20188725381283,538.3057029625836,4.171162331953856,529.7497490163889,-83.04411176141801,145.1040783753762,-80.98726257845595,87.11532675302945,-3.9749053972108026,-8.698839063827808,-85.10096094438008,203.09282999772293,36.59020948868532,-528.4845817547578
14,465.3881278538812,141.2485080370547,64.68031676418572,142.4533956808174,67.99696913959814,67.0481637414506,133.00351290565402,136.53517369505695,165.30572163626212,72.22740273607356,71.8373233393259,152.98650110207947,179.99675118731872,279.5861813848824,1477.722467747721,107.69254562021766,1588.9247374239571,268.5554994327166,748.0457973528961,116.75158444501677,4.205634551737392,67.8203062462557,394.4426641710442,343.6349959277543,238.88785623836574,298.63346312770886,1039.1326814451536,61.02244472876019,145.31675590837182,-24.132583953522065,278.542727805101,-70.0821007509808,259.24998636429126,-0.5245608942849296,-4.172792572241564,21.81693284393667,297.8354692459107,-5.40631659083314,-145.21615367669327
15,498.6301369863013,164.988372708399,56.112975594267986,132.93031469885636,52.97129132016995,63.47937676425269,135.7770978162419,144.13286461893037,165.53490588976436,70.39032581532595,64.47072345039794,158.25078530195788,179.99679636754598,320.2327125140806,1334.5887037511084,81.52537678807276,1356.2947062046362,387.65442538087274,1164.8430300816995,55.40064324337579,3.0123837168018683,40.98674560658976,395.1327196367354,317.8174120050637,228.42556400801706,273.0046519384586,898.6421060988985,94.93394010946636,134.56997727338052,3.1313641713215787,320.217402279377,-76.024457353812,380.12660443782806,-2.7963826453292766,1.1201338126109197,82.28718569645515,260.30820012092596,-32.04830524685619,-130.6980677522146
16,531.8721461187215,166.5599599806957,53.22481379461921,118.79359068045055,47.83477216796148,65.5563546644251,137.84350494284993,147.4891104338233,166.2498326016067,67.95340237798555,55.78891474635751,163.9882997262043,179.99699359372875,337.2130762406282,121.26945190636812,27.607102883152994,158.19817539638015,387.5370010305014,690.4148480637467,82.68512968450163,6.66754409143459,40.56131250588481,155.75420483818576,144.30309904803602,93.65298668685385,305.535207490224,675.6844075913738,51.43384029600925,31.52966231447034,31.569312971371875,335.7320915047939,-43.38689073101505,385.1006425344027,-1.9684947617761381,-6.370335358839769,106.5255166737588,286.3635404751851,-22.196787284625756,-22.392459442982307
17,565.1141552511415,156.1805113681166,46.99007612486545,110.39236343619758,45.337882881747674,65.2256025893106,149.9886593487849,158.70835804028445,167.24421575240177,70.74928341083816,52.46753539334068,167.87064384433373,179.99720164984512,224.92311507548763,107.85025727499635,40.37136422901463,142.14551294736293,260.8920957526623,120.0114165479108,114.3659703887854,8.898816456216185,37.71445901578887,92.71211017384822,18.986763730820996,50.28514728797655,214.20379908268956,98.35514765671671,42.3467076566335,3.644074403609066,50.87771074293734,219.09328206227377,-17.57383351470088,260.29953131308923,-3.6006165893523248,-8.137843356682703,119.32925500057556,177.8870328114583,2.4172239087440155,2.7269592651954064
18,598.3561643835617,176.8503608678386,48.110540093092126,105.85860256293257,45.51968545357884,66.69294088500737,159.55432310671813,151.42070594730197,162.36452362429455,71.5249591658039,50.46122578919256,173.84290498391394,179.99734645282754,149.8128562070914,95.14943221874061,13.460187766797205,154.4794645959047,133.88457025751163,25.76874952975325,122.85061871607849,20.112635269223812,33.5556353295225,10.077751134518671,42.38473710915377,10.080358906350876,174.21074350342022,42.61658960521724,36.117928258704715,27.042077885635845,61.51972249314025,136.59873948647424,20.595624289669836,132.2909611922044,-6.049495034820431,-19.181285340052387,102.44382069661067,140.9065177807441,5.520064211808719,26.472681531539333
19,631.5981735159817,169.0146800350619,50.82012773652505,103.04514464536831,47.15871303507225,68.41574566141998,167.8212949919732,154.53724978384346,159.39603160697712,73.42686040348477,48.11859673731948,179.0602629896486,179.99737341633622,80.34502262896211,74.3675505588821,5.026554157861705,57.76195177793858,60.75252135233226,10.104095214818267,103.00133592976698,35.13088061524909,15.487634998390583,17.86633267654943,10.151795217321384,5.678006977646582,108.17259537340708,44.046259417523956,48.364631454704394,16.29445875526958,61.057427116147764,52.22368481067511,25.937588250899054,54.93733126383562,-5.386489023874095,-34.71547938310183,96.17726598139647,49.51003835751461,7.830497540615418,14.289600917926203
20,664.8401826484019,166.92975985499646,54.00629297698303,103.45910786365064,47.56575138937236,73.30894671589114,174.93652476978778,153.73931587295715,157.48220730575287,76.0450269688774,50.43854342000263,175.71221876714705,179.99733249754127,38.31515664414328,17.19996245355668,50.82977049691215,54.07464961140001,23.23306169454143,24.134114044282263,74.39154357264799,41.0086010076535,29.476578462001612,18.806458750945513,31.039312478252043,20.128388981960693,53.91496241312301,3.218636780831039,55.04019724479768,10.441455435799687,37.212516809557826,9.125777849784265,23.186078520266566,1.4767933350342972,3.4058194402809985,-40.866927344065445,51.23895509884908,16.774762364534233,6.946953328756186,7.79511584685399
21,698.0821917808219,172.04706087173312,54.050762410692926,101.51568861495288,46.97659329311561,75.37442394168855,176.0596013347173,153.01559873791496,152.09780381391124,78.37678952884266,52.91244030798873,169.3664327644397,179.99734138162918,24.602499930147903,35.67650950326496,51.15757983725504,10.741606608859062,13.92906582224876,0.8577387911695648,60.58059841699015,36.352742113988526,68.5351353689272,14.757226894590298,3.1008932983210693,37.31342816171426,35.52597719860347,8.70974090421,72.61699835394363,8.268845690099022,22.980845809637845,-8.784288741075077,13.639626807563909,-2.8247929536379304,7.2614115836856135,-35.62013140091529,32.32206481171178,-14.743784528512222,5.300917419103476,-6.34618653700902
22,731.3242009132421,169.30875749467333,55.11257315671244,100.98529952673985,48.38082167990705,77.78719058105291,175.36736603758462,154.14609357587486,143.657431740018,81.6666601506846,54.77544782818184,161.76174263342523,179.99733776784046,31.427691205246973,9.124352061101758,56.802748716651365,6.838758845125242,21.736656855789917,1.1542995777984866,61.514330264931665,14.643872188974486,92.09908270052932,22.572243982685,42.45565761465884,39.37485861691234,41.16384201270066,22.9865633924371,96.38689643732891,45.82529914459735,10.033792437432886,-29.782927724031303,8.003727862468134,-20.20946786953853,-7.1083566808438565,-12.802900373935701,12.06385701239764,-39.35638757852408,8.742217768679609,-44.983682265648476
23,764.566210045662,173.6388387614918,53.42838207874827,101.26927533608989,48.72207870648434,77.65877406386191,177.6082721892656,151.05222004595814,135.20113080465774,84.51042672675642,56.04774652525717,153.94861070816745,179.99727779511102,35.76817787069889,26.183080139096294,31.7887335261594,15.858034878597842,31.890581264007047,17.9615327929394,57.70826409797379,20.295453047091698,126.80711494852196,14.062373867202579,72.4887411252011,32.50576059602128,39.67929331686419,11.806439347364282,109.87835160704897,42.840882681856215,10.231198476893562,-34.27367978371107,8.073646124902663,-30.851667890181908,-20.288818779882494,-0.5188900690812331,12.388750828884461,-37.69569167724023,-0.918677269102453,-42.83103151963308
24,797.8082191780823,179.6935088078422,48.09210458472746,101.9861670975797,49.39621256263722,75.21334703465828,176.67957655261966,148.08336840176392,126.18224632491176,86.31264152896433,58.14450287666121,146.86757452017892,179.9972797005719,40.00911028332935,25.296945599886993,37.56497554817743,13.174494130387835,40.72878905033636,16.28991076659492,40.8010125956483,27.804877286417806,169.9213370643747,18.421246865516117,76.24601206902295,16.135178780966044,39.499997624597356,6.3611872702114,106.05746248131582,36.07789601959821,9.126768212069523,-38.95421681495814,6.439785037066911,-40.21645715603462,-24.34407800108522,13.434175344613882,11.813751387072134,-37.69197647388165,2.707332520039527,-35.97617172277891
25,831.0502283105022,175.5433148659739,38.620767413233985,101.41477643646263,49.253150721923774,69.20743082637378,175.88953985792259,147.55382633192716,115.45901415329202,87.75046590638563,59.1600616362729,138.62117018719155,179.99731321760734,35.29196957582474,41.61223252113676,63.09716419314049,19.55511266607607,41.46867536051074,14.43892552402817,41.92017789865621,46.455677441650394,166.58261400362267,19.98045087017418,70.61602014344837,11.36565709937259,29.129238406606174,5.33654314506272,101.05090524883647,30.543439167011364,4.685393213243275,-34.97956842184067,6.190027263793317,-41.00408026805291,-28.24976083996532,36.87927573919297,3.180759162693233,-28.95505657562843,3.591572436002585,-30.331539419981148
26,864.2922374429223,176.1840562156899,26.462743475315364,101.1046852870194,50.574575541215204,62.59601509763563,173.0661705721816,148.22335602546514,108.11814377158598,89.32332921266404,59.65113214578992,130.27789598087767,179.99732636382953,26.291376366913163,15.085680439932593,74.23777564517485,19.664270033702355,29.812292171922177,7.039734465243236,60.44407825242085,73.38380751745039,174.49518786420376,18.059087756444114,59.98157810501625,16.248504857792103,23.076882028186866,14.028531207402231,98.5783346254749,25.733392566061926,-0.5320397134010608,-26.285992562770844,2.217904682997819,-29.729676475891704,-22.827443054744176,69.74303584832411,-3.2819841097999407,-22.842308649649986,11.972719774796413,-22.77853099199442
27,897.5342465753424,173.14410477533391,15.972011923035929,98.86187774871709,49.70472592451825,61.27044518686694,173.59994559647942,146.15344301421436,102.62284623961426,90.85761755369373,59.22717181478512,123.00496984542269,179.99742065358654,18.381230821506204,14.581583880995511,85.41472722432637,6.068997681183373,21.485493019125784,6.913643012106752,84.85415512037132,121.6855617656281,143.35237159798137,6.260026067832926,45.97347319921876,10.386937121392345,15.776029147499763,2.268987649901774,105.07237481267069,27.142476430123903,-1.0108580628594201,-18.353414191649513,1.8276146807513396,-21.40762095267956,-40.30213873464983,114.81774059625772,-3.8493308064701797,-15.299207430619461,19.553111690086325,-18.82524501818877
28,930.7762557077624,174.14758638297246,19.700995974321106,98.22701771546903,48.50873224729172,73.19226321680033,175.3684445805099,143.51412313077032,99.66624276421967,93.78951837281681,61.50316291523196,118.84867917782785,179.99741494469507,24.736929417055975,20.06622646169502,114.33005033702328,21.80725915274319,17.24304326655099,7.514803642445264,80.56235355808421,92.94476502479,102.74451840763041,10.377304856730335,21.176799951556898,11.181096877156914,32.26778503771786,12.684092814817774,94.41912458076939,21.45043917365193,0.6842249861130347,-24.727464753847855,1.387233983029376,-17.18714993733626,-50.23470622497601,78.19976749328467,-0.018784010803306498,-32.26777957035945,20.96643457700918,4.531000096064347
29,964.0182648401826,174.81392527079313,26.36560491935151,98.94498751358198,48.226132310501335,82.45503643713833,175.56720930174905,139.306640032337,98.62658883344668,95.90914592408922,63.802490509471184,117.94872568411354,179.99737334973224,33.73779525896551,46.719073857806954,176.9072863675141,48.94266904735166,19.53273188595502,11.156857434571991,59.85763881093996,73.10981050032107,50.64810342061763,27.844764755821803,8.810755611326254,19.805647305121152,47.94327951716575,25.433142825814063,64.49907157993432,19.55460361601331,2.3474795723354425,-33.65602722534767,1.4668921029174722,-19.47757280789889,-71.84918917469926,-13.518077020461744,3.228067041753413,-47.83448164279645,13.045495502896362,14.56700276869994
30,997.2602739726026,175.49392650360045,35.5470509396248,99.74359688178335,48.88805300214744,87.17027542948207,176.33242425146116,137.9344252808299,97.26096683183243,97.96903445430559,65.11197917960071,117.0203790895902,179.9973803032814,44.67089750340399,33.44863991501269,208.650323719297,41.0323760286468,25.632132982269688,9.442753584440316,33.51896445067577,168.79165444687777,73.5631045690949,21.88171006688075,7.086749456652523,20.306899800243386,63.71746648126628,18.18407355759586,42.526671292049855,12.357255270451413,1.660471769807103,-44.64002595498012,0.4188138705033523,-25.628711168582623,-119.99365241972956,-118.71034491520662,2.902129669110854,-63.651340741377616,-0.10992124840453431,12.356766370626596
31,1030.5022831050228,174.8385790243428,52.27091701867686,99.8233000734936,49.29603853645329,90.27148718262997,175.12039529093673,136.97672395923215,93.41226194251223,99.83414953497369,66.28024417346549,112.55521770291563,179.99737309554268,35.47081673161662,18.89213465642037,187.63330737783514,21.18042521578977,26.81748296001481,5.360395297053813,33.96802262864639,285.11941112443736,68.93332052109092,4.008019828555683,11.602567651483108,10.236679677257714,44.25026612570254,0.8072913184331947,47.96077855438152,8.669045540228268,-0.7941462345175692,-35.4619256578959,-2.6492412273700423,-26.6863057246575,-208.20823708078365,-194.78811209018414,1.060948758334904,-44.23754559113429,-4.3794573335857185,7.481490763334128
32,1063.744292237443,174.5641523210645,71.80049799742727,99.17625588274814,49.803751546635446,93.73594174220209,174.02366552322505,136.0049786485647,90.74034811791047,101.56752057825621,67.9506290335719,109.11762136410832,179.9974331096896,29.227944025316297,9.998686147870044,178.52133383328913,11.386173702045165,24.76964179050624,5.823306047985534,52.11912245581499,421.6356424906011,35.78542152429868,11.13430766743802,10.839228166943306,5.520487890211684,33.7874373921623,10.297033288668972,64.66919448959705,6.334619245426272,-2.917261233369073,-29.081992690379806,-4.1578755765170845,-24.418174074246334,-353.1540128883425,-230.34508503400363,-1.6766468902210614,-33.745811306513275,-3.9335110030331455,4.965369288737958
33,1096.9863013698628,175.95689944221877,89.7821700646463,98.35174723387611,49.61328219299105,100.90565625784717,172.36891465438373,137.22079224150326,88.79276429797224,102.74635294301746,68.73095980843507,106.45735866137865,179.9974906102324,18.13237866050397,9.348458355103471,198.23281524433,16.857207257382264,16.308113959505203,8.961691547138999,68.02102513722072,507.4524768593462,71.47661112425209,8.77797629120938,0.663651592546252,8.90593855867992,20.051348419125908,16.624668909641013,68.90484327061229,8.005498252378034,-2.822819401274671,-17.911304991978866,-3.819067677953741,-15.8546303327267,-434.0146573199021,-262.9435177032764,-1.8265711245956002,-19.967979651231033,-1.6133378167728802,7.84124628855632
34,1130.228310502283,175.74658695111262,109.29942438535792,98.0621046656915,49.84753764258437,106.77195359926432,172.05729343446177,136.57003364454647,88.00681263942741,104.25627303865784,69.52510483723891,103.9050112148274,179.99743717870868,18.816131999205147,9.111097775513823,214.80342332789021,21.17915975811097,13.740751235770826,10.429941811913405,74.30537609487493,519.8936253051374,73.30910006873195,6.939054454141262,8.200451655246592,13.578385400197885,24.05895045853406,16.653056169986787,71.04714132039688,4.639322044655237,-7.348548522689841,-17.32182605908467,-3.751584379882603,-13.218693549816425,-474.2987077478524,-212.90870687136282,-10.945512665497079,-21.42495856835292,-3.1571052231631436,3.399411073097816
35,1163.4703196347032,176.2894683482424,129.5706871895527,97.65574241095621,50.00677898585795,114.78684047123407,172.78316082778045,136.6314950857648,87.14523019590462,104.26865413230863,69.29889052494455,101.89693679967007,179.99742154294827,17.69002509583808,8.450739549448617,223.46639582421398,18.29421938811731,10.011432648218406,14.280226777302925,73.27952033501147,491.3903099111027,69.61141640606304,3.7802621988604135,9.22632794862247,14.328987852495283,25.512454689349454,17.942306549417914,77.87867828428674,3.003206952125275,-13.89495021366811,-10.94839469744609,-6.894079816865397,-7.2595073626591615,-446.505676652049,-205.175820680765,-20.895820610470825,-14.637282032233019,-3.0030067641656477,0.03467523134671725
36,1196.7123287671234,176.5387077839406,145.83019534889593,97.84308888930846,49.905296538471646,122.9878709506804,174.36581462203245,137.74080476064788,87.71989928174936,103.68638137012884,69.07947002128523,101.07377756965016,179.9973970650956,23.23465129035901,6.6075467730747866,229.68651746059214,12.105185799097482,15.227649515451388,9.394995578977564,67.30914407203073,392.13438786942964,69.87318519330766,4.679581205272071,18.568797441182884,21.53298204719972,31.325775680051066,22.393040753157788,80.31246678028077,11.734762637055733,-22.358190636713427,-6.321418514618507,-14.241758709425456,-5.390140872735244,-354.83065977856353,-166.9268733033767,-30.4746225640014,-7.252696156501771,-6.41265257701769,-9.827641684275408
37,1229.9543378995431,177.4907050629804,151.8188243775383,97.67699257931115,50.06229735948757,126.35880111764101,175.87391078881816,138.76978671575787,91.4725862205014,103.757581426055,69.06445816897221,100.76282163741564,179.997331886049,25.1770992012176,6.6358913363081085,193.1262341537177,11.660645400434406,17.582615366864125,7.086609160433235,58.82477868839201,276.9479372299406,82.06368221392397,7.310815977372612,40.79730339057866,19.84548450729691,32.805200341592304,23.493065316785973,74.7799939032739,17.477928911164412,-25.175618331183443,-0.2730674468553983,-17.55017957517079,-1.067501765031081,-231.66633590564624,-151.75924599170685,-32.8010570871961,0.5213668713202844,-9.261908734237755,-14.822113399322218
38,1263.1963470319633,177.0785429293608,156.3705287867703,98.6911408309481,50.269786604821725,128.4700138623804,179.08247098586696,139.6365052291456,94.86344379564149,103.46736876400702,69.12637214713,101.41929979482704,179.99728961544818,30.71613107800042,9.894840230898662,145.68169804173084,12.425269924666273,25.628697094895667,6.127975544430643,43.86212662873278,127.38874986775541,62.4430303498893,7.604856077578447,57.034439287194694,19.017550738538862,35.860421381260316,20.077849606029904,63.318025866812725,24.83271079073478,-30.67585497603312,1.572459821517651,-25.628695628800237,0.008668807836679313,-100.36296972206661,-78.45487812390695,-35.723014323266,3.1362508351986227,-8.1251282285858,-23.46584361333114
39,1296.4383561643835,176.67957827730666,164.2243938498654,99.10691286313582,50.3661432263456,131.28399936676038,179.14411242648956,141.91803269721157,95.69343229179205,103.58088129326117,69.77960189876384,100.81687427501825,179.9972847223424,28.49341850504037,5.972712234250719,87.54341262274967,7.5253698183483975,24.214132481632788,8.67403428740625,39.73004345840538,69.84585644024281,47.470404104089134,11.689480499598083,52.30459024831822,20.89919343588417,32.78957036889826,22.0469552480518,55.85904320658711,20.294672389013037,-28.45499355059404,1.4792701372733486,-24.20737214468338,0.5721413172208346,-62.92017485414233,-30.32318021242435,-32.702614956504696,2.3863989573258624,-0.8696301297827082,-20.276031929713028
40,1329.6803652968038,175.85783719815393,167.08873491304112,99.3046225036687,50.10082280741224,132.82002409267724,179.40163558422702,141.30412805690523,96.44263400548726,103.1230374456758,69.59427473996404,100.60017198892216,179.99730069878365,23.165204075931015,8.107426308019129,72.39199329149018,8.747970449136561,22.709107188345968,12.826019627852254,32.772024313237786,45.29909795739449,22.78162915566498,8.21832136333613,29.009219937933864,12.46448797899661,23.62997068796311,19.17059822981288,32.14919619163358,15.989905325081681,-23.139292419284253,1.0953657902204075,-22.7004770557959,0.6260117659201989,-44.82595466977948,-6.5300891032585735,-23.57810778277261,1.564719814520616,5.0028082106139635,-15.187132129302391
