frame_number,timestamp_ms,angle_left_ankle,angle_left_elbow,angle_left_hip,angle_left_knee,angle_left_shoulder,angle_lower_back,angle_right_ankle,angle_right_elbow,angle_right_hip,angle_right_knee,angle_right_shoulder,angle_upper_back,speed_center_of_mass,speed_left_ankle,speed_left_elbow,speed_left_heel,speed_left_hip,speed_left_knee,speed_left_shoulder,speed_left_wrist,speed_nose,speed_right_ankle,speed_right_elbow,speed_right_heel,speed_right_hip,speed_right_knee,speed_right_shoulder,speed_right_wrist,velocity_center_of_mass_x,velocity_center_of_mass_y,velocity_left_hip_x,velocity_left_hip_y,velocity_left_wrist_x,velocity_left_wrist_y,velocity_right_hip_x,velocity_right_hip_y,velocity_right_wrist_x,velocity_right_wrist_y
10,333.38081671415006,149.3760569140777,166.80836549595827,134.67189940482328,132.1973512059942,171.03756203026106,158.06720241171257,162.81095493335621,171.69904310796113,130.371003167074,151.470468699011,177.06885302270848,179.99909974558597,176.08183902350393,81.29705702392368,270.741589025949,214.10143594270278,192.2762368105433,178.52458191910512,293.7995960047225,110.45976397257765,176.633834151041,494.93900082520923,344.2213603985297,607.7188067419811,160.05690022834372,14.125352928887041,301.97893087756916,224.30567300083064,-174.88204517725816,-20.520338898726536,-191.52363982402335,-16.995488536135458,76.79862127805296,-79.39352131419636,-158.24045053049298,-24.04518926131761,-117.74915393100746,190.91404267074614
11,366.718898385565,159.65447240466298,173.43391939471718,136.22794841574967,133.28645500934527,167.31910353905897,155.73593198492443,161.0684717766761,172.7885653553685,129.97450814926688,152.19032212733518,173.32464834616147,179.99906039271914,197.8191580264406,23.000779589982752,204.67786127372915,89.41934009489636,201.84050390716686,130.07117668624448,256.1089487446343,41.617913130669415,108.64517105005145,377.2895628603183,412.55866772330285,487.96822782177134,195.49818377258066,32.68239157493031,348.330084292495,363.3349797519178,-196.92859393615464,18.74961793261399,-198.35908045169043,37.326454691797935,40.33328335333747,-10.260455510908681,-195.49810742061885,0.1727811734300447,-101.78434514299857,348.78683259999576
12,400.05698005698,171.43878774038046,178.21490073771318,139.6970787105196,136.987826632502,164.30935208497712,154.27564183638702,163.88356337228285,170.83592747603845,129.78948517263441,154.75479540588177,174.01675442963523,179.99906550271947,202.62102228224796,141.2363670856052,70.584697114241,90.32278635014801,194.4298859469505,113.11937301513369,175.16438709097514,93.76619299561082,31.268539691386387,336.75407774347985,326.09767443403007,460.06532594186586,214.41481622001484,50.447355066213206,296.993278395443,181.5301252029547,-198.26028194544307,41.8107554777075,-182.8152112277582,66.19349736261361,70.39023477999578,61.94605553630682,-213.7053526631279,17.428013592801396,-58.049110618518505,171.99850904179203
13,433.39506172839504,169.9834864222092,178.44964519227875,144.3415171322254,139.97443640565814,164.5917159763531,153.61010998821249,159.70079362853824,178.50967822590698,126.86842653183699,153.60209965384877,170.22940459787674,179.9990754612948,193.47999256624414,232.0146381315712,69.75248346979491,137.16699478356196,219.05666616458956,270.2354543298058,110.25381867332989,52.38324325523337,141.94676766643886,197.4866253243441,49.17479634441293,220.96049456349027,170.5596690646143,39.0790480498094,179.82898960122014,36.615082604939396,-140.25526056261148,133.27779037764637,-142.43397680787072,166.428318629491,-20.805291955652034,48.07435907609204,-138.07654431735224,100.12726212580174,-35.39110530629964,9.387967797396037
14,466.73314339981005,159.66758529264595,178.6298886433976,150.83222007973563,148.1493497251678,165.54625386536935,155.0889706164059,158.94654380867416,176.4309952201018,126.73092592448836,157.02900803921753,168.7646501818429,179.99907936237358,221.23326578567756,434.82162225534154,40.99884091371487,437.39233955442836,254.4813801367734,536.6578096594561,82.27260507967168,31.912483124035518,144.09913913832395,195.29866517461488,91.65856309341306,222.92186152987952,188.44394918780824,144.1523078044231,85.39420672094434,90.29473020718262,-133.04650961817916,176.7562846651174,-144.96283238471668,209.15675954488657,-28.543435547566112,-14.271610500703526,-121.13018685164165,144.3558097853482,-20.60930403935028,-87.91128989044307
15,500.07122507122506,178.1866302404639,177.66987373523096,157.2880840418569,156.92751577351453,167.4306521057439,151.29201727356676,156.71851678197012,174.71725383458022,125.0038877030033,158.5301788107488,168.709874794518,179.99908141097168,295.7960611563484,472.2484996301892,70.7703749912547,397.59531257722995,323.19529723016467,610.8833099659806,61.551976586392044,68.25289855344312,132.47595339514783,215.39460456425266,137.36118969086448,238.89689538277364,268.64446501467273,223.72210481780635,78.63404873421798,125.01666556249485,-159.4640072756149,249.13157202412714,-166.99586473559233,276.70847712512574,-63.9815264627,-23.765993192993566,-151.9321498156375,221.5546669231285,-1.986268340581979,-125.00088562263824
16,533.4093067426401,167.83411180136355,179.50284549826816,161.09532786538733,161.76708842652278,168.63446132054187,150.24865203836114,154.38720669376386,174.16068779749887,123.423039363528,157.7536984178095,169.7010960390166,179.99906748022022,301.3340610290745,594.0804435766038,20.58819541310894,1008.6845602944718,312.2613452971312,544.4713205469346,30.94670436338155,149.29093544193574,47.990845616630104,305.2315154977913,66.78799892498425,333.89071103473685,291.53997670481107,288.6117842444552,60.02778445050412,56.94025316955483,-173.84514359051883,246.13021428964362,-164.74184278850288,265.2683038009298,-51.7488553846278,-140.03513620341542,-182.94844439253478,226.99212477835746,-7.300791246669277,-56.47026543399239
17,566.7473884140551,168.55942267894775,179.38995583845443,160.01873191077846,159.609035035657,170.04896714185628,151.39866330334115,155.79241347607208,174.83351545770952,124.82124360971692,160.09515642540873,170.06266598400825,179.99904415207203,358.9843124369457,612.7503414244738,63.40598441644974,806.6480075531,374.02894814065786,433.0468490371888,114.45464745402971,85.44258480400816,84.74820179531537,427.83777090984734,48.87385166755347,465.09909402760735,344.7374673831924,383.3557835836131,89.0863376651802,26.898944793373527,-144.5892002487128,328.57830078577047,-135.0134688044457,348.8108617698106,-2.0264957454058203,-85.41854958370564,-154.16493169297996,308.3457398017304,26.56939633805058,4.1976671174047615
18,600.0854700854701,164.8622774578045,179.77214025863748,159.9956487552284,159.95958288965107,170.5349097308201,153.74891114940274,154.09539784319188,175.5604041935794,129.58694093971158,164.58241626747247,170.43670590735698,179.99903665877784,311.99393902166054,517.5021875573751,107.13099008962197,895.0371989090974,332.23136723819215,378.9621107288673,166.49324716454365,77.15488883211228,134.50667245365935,550.576387161725,32.18859959172843,577.7156117739557,291.8369282567891,503.79717311152945,99.33172762772577,27.89669173040977,-55.38605641918022,307.0384385391885,-54.052759313698836,327.8047903669711,17.91953884320897,-75.04509976235843,-56.719353524661614,286.27208671140596,14.483796652014346,23.842085564073685
19,633.423551756885,173.05118793608634,176.73149627891917,161.42935085281064,160.91896166100102,173.72058655343776,158.04466040172443,154.77153767333562,174.69644925211384,131.23714138936356,165.81880628804566,170.1596508533085,179.99900555379108,240.57562862023678,432.8282164912707,217.61499974678358,80.58582779543516,240.42289535903674,536.1183874733754,228.35055855558304,108.06378391138612,188.02822626854416,580.372706674288,20.39396725469527,675.5338996480012,240.9594001156863,560.0178754413317,75.65012710373664,80.62858170940649,-0.5924692182455322,240.57489907770412,6.864404359140249,240.3248812870123,19.35420900884644,106.31648972237863,-8.049342795631313,240.82491686839595,33.46083351323245,-73.35762270596136
20,666.7616334283001,162.29202242323277,171.99432754417595,160.91013612463453,159.33268457506506,178.3791597478915,160.89423001302075,156.9261342941706,170.33672098334839,133.9485960713301,169.23418778431824,168.12874461203796,179.99898320218392,130.02293837250443,247.3812255538479,211.23775735194053,175.98568136755497,86.98856724472653,468.1184750750066,207.84807512754026,110.71478187053016,174.84353343471062,559.944082420293,85.96851132873209,587.9664904045852,177.3743721221508,528.3849210348071,71.15689039294577,149.6131653943145,33.28318929353037,125.69086607017675,43.08644693948116,75.56830632892061,-45.289621446873284,101.02778387076494,23.479931647579583,175.8134258114329,31.471990618741746,-146.26555666253194
21,700.099715099715,166.43779365012605,168.38983046614595,162.86005587411856,159.33634790331948,176.78966936622228,163.42375148071693,153.98562612450604,169.99740397330646,136.1367163781828,172.26086930819898,168.54409116643765,179.99891760726734,33.62674832386804,526.3877240603206,214.0302971969055,510.83539084149527,49.808392556128915,649.4681107053875,257.58664948165625,111.24757745561976,157.30685984045095,465.88781731523056,102.25960616821787,434.28312498512514,92.65338031583019,389.6310123699313,45.894803283796925,136.48477204446706,9.987660069663272,32.10926422653774,42.7272966692139,-25.5979313298247,-21.114560243937724,109.2254495776934,-22.751976529887354,89.81645978290018,34.98947489653841,-131.92357502165657
22,733.43779677113,151.99486901920397,167.25009637543533,160.93421321051105,153.05443014145328,174.72143466553965,165.13466931360256,153.70053598650355,170.26741050750152,136.8536392100019,172.58178490959264,169.38188773669978,179.99892652468932,53.876448745816646,502.0914435434455,163.91975764972182,470.0135267297705,2.7689432100911997,400.1956498615995,164.17976760358164,157.153216924993,115.13270821234926,375.035721428281,71.06532465042781,333.15435525599145,105.01984356610079,349.4006493412882,33.762175156816184,68.82744057252029,-20.37019234507737,49.87711893529095,-1.4398192734549213,2.3651568574827975,-75.37585842424335,137.89711221299135,-39.30056541669982,97.3890810130991,8.775366997891997,-68.2657271975925
23,766.775878442545,133.65282908065714,166.9887069966218,160.57360987158475,147.9345815312756,174.4465323127374,168.25746586120954,154.37193632044168,169.80155031507644,138.6172909449541,173.90624986140995,169.86477473556843,179.99893730728746,69.58279315547378,693.0310118847801,92.67809607729536,759.2781944390756,50.970389971400856,524.5407095330562,92.64843588532393,85.20846154234142,129.259982241951,393.09733656006347,25.276493673007696,418.51202203350107,90.56741352521723,312.84028774383313,18.441587874794614,7.915992692827262,-69.54095380935485,2.412643074021518,-49.84593822684082,-10.647210720308383,-30.41449260073261,79.59548076525864,-89.23596939186886,15.472496868351419,3.304439941849605,7.1933036209799734
24,800.11396011396,123.82411559540428,167.5326945094287,159.77914031344693,141.97362198714015,173.8300103083241,169.309824404602,155.26167283895438,165.55795918087102,141.2653663344545,175.80083359601002,168.0728378527604,179.9989465796287,77.4387464817129,281.82107770088237,69.03396599429293,457.5014294765047,74.4346456373592,324.4287516434591,40.18826751984469,100.73802077727609,92.39897354691504,468.1239753853719,68.40767269402156,508.6607619673985,81.85529832504893,328.44765907514085,38.284363121111134,34.4254830512919,-77.17997707578297,6.325392892193955,-74.30355672125904,-4.415646015010215,-80.4284204701178,60.65820645885307,-80.05639743030692,17.066431799398124,14.642775355878166,31.156107157218358
25,833.4520417853752,109.63230682825358,166.64868011781908,159.16016486131056,141.72885635949987,172.66143410141157,170.641251924178,161.93308824011115,163.7835478370287,142.31212804490457,175.48829812686074,167.71727243850006,179.99894163572668,105.15158754287744,231.2624488362398,55.60330557684493,230.35442715170444,102.8029487208646,246.61768874323974,132.6894173736723,56.66434151369595,176.3803016083241,465.1659699782648,103.94601247468889,461.6423101143183,108.76324762592192,298.28016909294587,113.2974220757332,27.35106924947621,-77.24112273111521,-71.34889853406438,-67.21066070271938,-77.78928816751475,-21.38102657349085,-52.47570201383155,-87.27158475951106,-64.90850890061401,14.959445486651445,22.897510341116718
26,866.7901234567901,125.34783259753408,168.27358316134087,155.85602133628277,129.4289181281745,173.19256740131704,173.74319237114625,163.1990524250369,163.18409358257603,143.69883656208634,176.12100107175206,168.93175723448576,179.9989612079523,91.62664940850648,136.92261238244865,164.47572255342743,251.200816923126,95.01736494699281,289.8798029319508,169.9909058187846,128.27212489766814,230.91032108656316,458.88782662219967,173.19673294393274,437.9896210096322,88.27188007151659,287.0606693212995,155.5881820798642,93.12594345794565,-65.28296346356092,-64.29290445488311,-66.41383626796873,-67.95220374381877,-26.91792657344434,-125.41596092503391,-64.15209065915309,-60.63360516594747,6.610167160653573,-92.89104927300966
27,900.1282051282051,149.8131752972714,162.4011555292385,155.05787638370472,142.05931703994398,169.68406331409878,176.38549356936448,160.55914599436977,158.4670038899051,146.06247010247492,178.9131351768931,167.68193127773176,179.99899028713207,100.97859919611271,463.0866999698397,187.35418950512206,640.430673918547,124.96866219073105,325.0885831888456,182.83683762285662,161.8655548901725,213.05393599123315,466.2019996995762,188.6043160773559,449.90317801351887,77.56976595824892,366.8359708759673,168.38839639214646,125.31641773910405,-66.67965895904467,-75.8320550737923,-76.77770302754456,-98.60198196565437,-13.47360606207805,-161.30381210494494,-56.581614890544785,-53.06212818193022,3.9802603428901357,-125.25319190569336
28,933.4662867996201,159.88213557480225,162.57076715578145,157.82321579559215,154.25811457114062,168.8778815321455,175.68689354779477,156.0876516654838,157.9010140148062,146.64485030081772,178.6492624689187,167.90986975886048,179.99900515292066,143.78295040800768,786.2684903033403,258.66801167196127,1133.230817312978,196.03976216622806,329.5003467067811,183.67929397552768,222.9457007911951,143.44309548997603,436.9522441371725,154.0137150673937,518.4775524695533,92.81318158733444,313.9323823294457,98.65692495270191,169.0667420834468,-103.41435958646062,-99.89498015092558,-149.53395284965939,-126.7721787118416,-29.11144650367875,-221.0368955259292,-57.29476632326184,-73.01778159000955,15.482079930122788,-168.35637344558123
29,966.8043684710351,160.18374089482893,162.77437897287732,158.03127467050996,158.5982039900682,169.06655733363522,176.63022447130822,153.0482155013344,156.12231582200874,148.06057569046737,179.57330645229763,167.7055799130291,179.99901372587215,181.09159488163786,1027.7711694002483,231.82297887470108,1369.2384357373403,222.49449706975798,210.69169570439018,217.90074912132215,233.04560200860917,136.3098998140343,334.1698079094202,144.66064911062648,445.9996594830706,140.2890054199851,276.243551419167,90.00167217467416,110.73364026500299,-103.04265836588831,-148.91734718851956,-134.82295181519999,-176.99314362472015,-14.198664806622961,-232.61266202265136,-71.26236491657666,-120.84155075231894,23.773430793174327,-108.15157453620932
30,1000.1424501424501,160.94899372139147,162.70845047951553,161.7416081866531,165.08459176725407,168.73577153035134,173.98138338812956,154.0392307239218,155.93716947127024,147.3599583291598,179.70553989235913,167.33941912514248,179.99902654939316,259.0310052534363,675.4227245029,223.52527385711613,846.4624913261805,282.7669309060477,86.14368104614043,259.56279275452937,203.10661442850906,139.9123432932267,338.84414462046914,55.44082381743006,426.351569452573,235.91787663731716,234.6440671160128,62.68762353074043,78.73541498034884,-179.11445089358412,-187.12315507092006,-204.4720368887213,-195.31595773157647,5.705533280975033,-203.02646062666494,-153.75686489844693,-178.93035241026362,48.331456890032854,-62.15573864909527
31,1033.4805318138651,152.98698804300363,162.54697996831655,163.04848307770328,167.06605523090434,169.99307798845769,173.87175822754563,158.74108694261207,156.66425759369486,148.56044597440456,179.22933525061617,168.01347228800614,179.99904458761577,198.864736078658,286.37424492402624,144.28173553124975,321.54315219722946,206.07458709858676,37.248734547552324,176.46920723726285,124.6345861491978,171.9853097037143,373.8144778749859,33.308039612963114,384.39532943512546,191.8500607814408,231.49027795543523,65.02073677095089,60.407982718351086,-149.41729337567023,-131.23130608175475,-158.87282533432375,-131.2484697744796,43.76645099062336,-116.69737714390659,-139.96176141701673,-131.21414238902992,35.47349103137887,-48.89535571143016
32,1066.8186134852801,150.36060480724797,160.5766481133453,160.158505663949,159.22509656136154,169.8326637663212,177.03656743184942,153.41677373107635,158.10251868404293,151.00169540943165,177.26119723923335,168.98282275568548,179.99907862078766,184.8220229992426,735.477947786532,110.04662811246135,818.6172035224009,215.81678379590227,171.68298061670578,149.63936842352678,32.193027385565586,133.7230579413242,369.0747996578103,15.947262462402836,419.51168474581266,154.91503910988513,230.38791740104193,55.38766536319824,62.550743185864675,-142.1741077727087,-118.09192717779976,-174.6097861014104,-126.8396892365593,31.481001557422285,-6.733316655954291,-109.73842944400702,-109.34416511904021,62.53591444295045,1.361939017715965
33,1100.156695156695,38.45215252269757,163.3253483898094,161.39015563072883,169.32228126788738,172.30899239963682,174.3330191442102,155.3365310285677,158.47004733193666,149.24548509042623,178.46615468029813,169.97068048923936,179.99909680956966,127.4221564050928,755.0325943846152,174.54143827871576,1271.419011714553,149.98155157133067,210.85379575274857,121.78348139464843,93.47335732712068,149.02135012414453,299.0639252593605,57.52191765574612,332.5229504323738,105.4615464966793,180.41929958828572,88.9759005773209,51.810357445924204,-106.30220452395452,-70.25843192294629,-129.66129304744328,-75.3817942013107,30.733737285414612,-88.2763044223913,-82.94311600046575,-65.13506964458188,34.93026015663772,-38.26473656075579
34,1133.4947768281102,66.56723755627026,161.29270920507665,163.16596713904892,173.3112679999811,170.93496914223888,174.02540720430449,157.51609567560917,157.9576943099485,150.15821591368362,176.0984636861887,170.47654834585947,179.99910328889192,191.5012733128248,573.3490810952259,181.7047759940302,857.1932590086705,202.3830025244056,233.47782650804396,196.1014289046571,130.17564128605403,299.4442575668911,238.29339945068185,88.31295898086499,352.52584009412413,180.8410612834798,226.55663330040966,185.3619225317778,34.740142444174104,-133.9125251892268,-136.89475255786073,-136.79956557862425,-149.14676854794155,16.46266315010874,-129.13047009223448,-131.02548479982937,-124.64273656777992,34.48035686108788,-4.240576349216859
35,1166.8328584995252,123.54372570685835,160.51936286137376,162.26984039810498,179.98238818054952,170.9524342396565,175.0485642948279,161.8760765849496,162.34247948099164,150.81287746928209,175.16590963465595,173.07964477887603,179.99911216448393,170.09039011305234,1434.3817811556603,243.24884238426196,1805.0366596208607,178.36067138979604,235.06932741705492,236.43236793151542,161.91928056266428,268.5212671176785,213.80052968080093,104.57780628165573,305.25509131201255,163.09342609537015,169.8854580708564,135.6236495363923,12.343427632459388,-124.17491866794853,-116.23824836351716,-119.71225128641089,-132.21764629034215,41.23534267910728,-156.5806499286147,-128.63758604948617,-100.25885043669216,8.882210985104118,-8.571262085239121
36,1200.1709401709402,119.32421350286056,157.8885987483002,164.08046966904757,172.80228701889123,171.57559901153374,175.36890788347534,141.0361905971818,162.30309034217854,153.3477346222816,171.00496895804602,174.03354984644704,179.99913749970884,229.48681981764128,475.5412175011309,213.8064239969207,507.7314402215165,245.70623974671037,129.54725300736743,327.2261677120524,96.8046347228676,365.4439063876497,422.84590829691894,143.88038944464125,623.4461434523911,213.746792895154,332.08782377993293,214.6591900108405,13.026670417137922,-111.42814135622766,-200.61896666046084,-110.04576681686117,-219.6849686623027,65.52593698869691,-71.25650065489567,-112.81051589559412,-181.552964658619,-3.8013288462336905,12.459696672051368
37,1233.5090218423552,144.7426769123053,155.9785650883214,163.0024778759022,166.0321197571306,172.96916329326996,175.62585801327327,157.57890582051735,161.91938693890688,154.82789755757386,169.36068414359528,173.2787678021276,179.99914205263772,281.23749518811746,934.2773744388862,356.08726696102207,741.7128246807404,295.3832200808693,451.85271591623626,348.2279893033848,153.49684780667744,261.31796368902974,464.8581602536153,112.3573796512425,514.0317324485651,267.8110931696786,309.42709306062034,200.22396950107208,33.021517896079644,-77.22293994413485,-270.42770983401635,-67.3487211560748,-287.6028450206718,89.91758253920403,-124.40301699272301,-87.09715873219488,-253.25257464736094,-3.3958366056093716,32.846444829069576
38,1266.84710351377,99.5479959298113,153.85979019607765,162.92436570867903,162.17471506845922,172.32475196045397,176.58233088867877,157.8278602286225,163.8348528044893,156.26132031812608,165.9517998756169,174.2411348856957,179.99915701752067,279.9248357706114,1126.3335294557266,268.86714522311775,1189.5120517920511,304.3465360026865,440.1369241710851,303.2878937576802,125.87295948748461,296.6640781361469,640.0702427209551,110.62436916830798,695.3268091950637,256.2884685644165,353.7840677435832,262.3978180704221,19.380678192994004,-99.07687988873477,-261.8046706090573,-93.77297701752096,-289.54005380621527,68.84968608486196,-105.37420299178497,-104.38078275994857,-234.06928741189935,1.5852815692979307,19.31573373098826
39,1300.1851851851852,163.00858081037725,147.0030419873256,153.62329320441623,175.85141761811258,167.7977522663443,176.4064611061846,179.12326869883202,164.2051259980754,158.63953119079508,164.16525786943836,174.3554580540176,179.99915549528845,235.32197360328686,724.2443998553429,183.3895211716727,754.2244010946935,294.5503192951831,619.9107476783214,207.4168271380217,114.01262074270501,230.4797859683889,812.8485053364221,41.5184662704203,635.1937374007418,180.11826320138582,346.1171487188523,162.9038479152425,27.74637164396311,-75.40401760762003,-222.91403138693573,-65.55683163560163,-287.16231024073426,40.77385389096818,-106.47239326462925,-85.25120357963846,-158.6657525331372,17.312587759226854,21.682606957743538
40,1333.5232668566002,102.13251444104381,146.53661135991607,152.49197570466106,66.8250513296029,165.74388218857564,172.4695080569694,159.0553233916637,163.49680644996226,164.9196090230217,143.69738383708165,175.54520886034874,179.99915464983025,229.8631579371327,989.6933260385282,111.74863532916626,1009.2501222715849,272.76578685749337,702.7945060414718,157.72771644507972,17.875057404653436,243.91881974720255,686.4060701988843,28.778380995359136,684.1398983133228,198.1699714411686,650.7864372829137,155.4174615830559,13.629656088990881,-140.0639390252693,-182.26125304506402,-123.38839244883279,-243.26216123532305,0.8135590351573627,-17.85653378783154,-156.7394856017058,-121.26034485480501,12.841231258247266,-4.5684028802612815
41,1366.8613485280152,61.02787379332064,138.80582412618637,156.20167251014828,57.382050117788594,158.14369384694822,176.98576559666648,175.16315945966844,161.5301199936334,160.73256656137463,155.1311550204128,174.38401845956938,179.99914801517593,277.7115775938006,1001.5405599880752,298.37435250000993,891.6322751989827,313.43664815054825,622.2661753803305,213.7251572327132,213.80428487570563,244.78180244365862,951.0318404312486,6.514474599382678,670.98427507014,250.63660017481178,579.1972562698295,190.12785691322583,10.64958864302834,-182.33924057388253,-209.4662781370245,-166.40307369810822,-265.6172988863349,64.33874581753571,203.89408529390553,-198.27540744965683,-153.3152573877141,8.601584609053003,6.279050921836889
