frame_number,timestamp_ms,angle_left_elbow,angle_right_elbow,angle_left_shoulder,angle_right_shoulder,angle_left_hip,angle_right_hip,angle_left_knee,angle_right_knee,angle_left_ankle,angle_right_ankle,angle_upper_back,angle_lower_back
547,18230.20314735336,174.1131586490472,161.41097681386887,169.55253761467202,113.13122143024285,150.59544708719204,119.48328204395959,162.79385335874667,128.4649165244847,148.8155318155198,155.40608193473932,179.99735380092565,135.94193357256339
548,18263.530758226036,174.0912682778365,160.27919045369276,169.87972131366288,111.48617607815679,151.12218267714195,120.87794470818805,160.3043437894,128.154582410546,154.92928052759407,157.19865565067232,179.99734768651737,136.85185546882394
549,18296.85836909871,173.65561246936315,160.05235579182238,169.91148953121817,110.55298692951303,150.64577234835053,120.69416921609054,157.27746026510812,125.51860714738385,156.92519723727335,157.58211116942164,179.9973265256439,136.43349652809957
550,18330.18597997139,174.0592101246012,159.52181285180126,169.96126996925432,109.26601247383067,149.7511911281018,121.03863905796507,154.48308553660587,122.70302930730236,151.9283164138587,156.69579951091777,179.99728692993864,136.11896593252405
551,18363.513590844064,173.4419962655658,159.1303093416354,169.7853508567094,108.61376424389331,144.94610381838257,121.03849651577671,146.70498950439745,120.23590457444313,147.65677025278933,154.63400352371073,179.99728931586617,133.82150737600017
552,18396.84120171674,173.01539695473394,159.2513470831193,169.56223988739117,108.87834352615533,142.9080106157366,121.3201746140386,143.35406824951318,120.03014784895181,147.76460233832316,155.29630666963587,179.99730237330428,133.03448329243528
553,18430.168812589414,172.7732894013339,159.86788493000577,169.04271684728252,110.34116735222116,138.7839231631024,120.56163230027622,137.0347774642326,118.30516072804437,148.58611302288347,154.7107478057646,179.9973333513512,130.6819858955694
554,18463.49642346209,172.46448376701107,159.97581123040715,168.31077874514258,111.37522524326853,139.35513841952084,120.3911328164617,137.6709990416072,116.4420445817634,144.98257008543533,153.83606061400897,179.99733454492943,130.82726149135794
555,18496.824034334764,172.46471288906733,159.99089458377375,168.18193562502142,111.32668683880568,139.030561102413,120.88375351143785,135.15370241992377,114.85198190597617,144.0096586497934,151.63416917195536,179.99731786699866,130.87385258110854
556,18530.15164520744,172.39935249991328,160.85092356471606,167.9416691475177,111.91246933799343,140.8647501343768,120.9788080364647,137.71343864208845,113.66950489802512,138.05801680615807,148.0091704867598,179.99730292215946,131.7488643626977
557,18563.479256080114,171.26316767465605,160.90586814664766,167.4315642675202,112.87375849155909,142.12197712868826,121.32492775034427,139.7688437412664,112.54724721209563,132.26246108974044,147.0187220038002,179.99733237102353,132.44580094299664
558,18596.80686695279,163.76057107756972,160.4440598164492,164.98909196067697,113.19175558117469,140.9285363061813,121.68320487044315,137.2560922948234,111.10939716446818,128.66467920134167,147.3231033612525,179.99735486125672,132.09922398403228
559,18630.134477825464,147.73351129404088,159.68453772726238,157.76666664953717,112.63899045675043,132.61606510402072,120.32779435022961,123.72301667800173,106.77392408292675,125.6308944050146,148.0252061613963,179.99730011919695,127.60429872657139
560,18663.46208869814,130.65884907550523,159.85921272578815,150.18290970745232,112.75843513783384,126.26934269655942,118.53013852491247,110.22128098301327,101.25131318499791,128.93299550093602,147.1850683838738,179.99726745639714,123.59978859169556
561,18696.789699570814,104.65427052694648,162.40143268089878,143.28664996839962,113.8024440588215,124.93067495854449,118.2020694210673,109.25187191595064,97.49494439796258,126.2555844819782,149.88117653534107,179.99725220104384,122.88042331609127
562,18730.11731044349,72.68311016930662,163.3676420116015,124.55483991832848,114.53955738290959,125.37167419647797,117.22315183375417,106.42204753985118,93.88785787971986,126.74971733446073,150.62119473444614,179.99725072265167,122.49608242294484
563,18763.444921316164,48.122889893519236,164.0750728288752,108.20814524754621,115.17444140220667,131.51798962658182,117.94308965453743,113.20577634489966,91.94022972615255,121.99192638454876,152.49788444691444,179.99714458968307,125.48239735600293
564,18796.772532188843,19.8816456255513,165.32856096689403,93.41684016082998,116.47909460121214,129.67914885641156,117.22439985383735,105.83143761511569,91.06996553064367,128.22638970898876,145.6458614309232,179.99699848349104,124.13230575018758
565,18830.100143061518,15.92753701060939,167.86453437153767,80.38751912954059,119.33213948188359,126.62119903323646,115.16008794403227,100.54901087782234,88.06656120498698,132.21752297353007,149.06403284537112,179.99689435790276,121.50695911422679
566,18863.427753934193,16.970346263510613,170.40396370083283,67.09875019304553,121.36754238270521,126.23258846520054,114.27870311498785,94.7038324766826,83.61975982980356,134.6815874271923,150.50326233386087,179.99687055829648,120.54544619838966
567,18896.755364806868,30.369282448968413,168.841976039041,52.730120534922584,121.72759975587783,125.28302716894054,113.85336985774128,88.39601510623068,80.27653224787527,139.61740314448014,153.82160621074567,179.99696095064107,119.68110290077307
568,18930.082975679543,28.639648981292467,168.81708797685735,39.36891461212277,122.4811449449473,125.40556868880317,114.17322914926545,87.35280237841235,79.21447067589017,136.94705239114828,151.71002214855264,179.9969474309769,119.76299020320283
569,18963.410586552218,26.81318997930771,167.78322774723569,32.10130035752118,121.24417385415845,124.39285803338788,115.38634384781406,84.9968211075601,76.18720702272992,165.8195232372649,152.29129785498014,179.9966452311956,119.7240643427572
570,18996.738197424893,178.69660320990454,166.91161799562832,25.10716746496245,121.80096923552544,122.13573970952343,113.78844455944387,85.06139544323538,72.05717285266677,154.46949458726343,153.27603247530652,179.9959375770383,117.82398060284082
571,19030.065808297568,178.35861760061692,167.746218391161,33.846962884207755,124.0974407460532,125.72589874430727,114.75758424747612,93.64592249238824,70.30104019371682,144.85053577955782,151.1399572030927,179.99570756504747,119.93069448811642
572,19063.393419170243,,166.2065428276687,28.813362698228723,125.42823456713617,124.32749048368794,115.1584433043253,88.16330807196864,66.57233133335198,133.60454716204816,149.48649027930423,179.99550731838283,119.53830445948466
573,19096.721030042918,,166.22489697660222,27.11456916167681,129.3282068702334,115.44310124221188,115.74346077909532,74.93849499504564,65.35219032431911,135.07210043203662,151.83955819424605,179.9951969942315,115.8163895587402
574,19130.048640915593,,163.1353793658776,25.54162709722429,131.39616114611988,107.56568208757332,112.87338700514104,64.64570202501447,60.979003655439115,141.48340774141064,157.979170807592,179.99478716755692,110.6725144352679
575,19163.376251788268,,163.57174031866126,,133.0321941123257,110.51409448163066,109.05965242251523,59.008695394410054,56.342197009119324,155.94386585340212,160.5435885390761,179.99368467355904,109.74928887734308
576,19196.703862660943,,151.21065565010827,,134.13593265818713,109.29693311555654,106.8386445851184,57.103371878706014,53.33283096614871,146.42824541872406,157.59648597242258,179.99272296035127,108.04738960594769
577,19230.031473533618,,139.952715105038,,140.7163217088461,106.70657436382476,103.41395183134176,56.94962235079693,50.17389034866282,135.35561815340995,153.76713222186595,179.99277613918784,105.07725813487058
578,19263.359084406296,,168.60450244630354,,144.6338217017077,105.87973132651472,99.89525461589214,55.62148719546029,45.80699733202957,149.18597589604207,154.7700513741248,179.99211762761536,102.71297038525766
579,19296.68669527897,,173.61709492202263,,143.60499086955224,98.25641983482,99.7669624046565,60.3648283925341,48.40051766044639,112.17349041520711,136.4936207198807,179.98781191829374,99.08123587567229
580,19330.014306151646,,168.70284646545164,,146.10351162695216,90.55667617627927,96.61296045691606,52.381419026684775,43.93109952358008,129.37939294649513,135.0093587717613,179.986604358309,93.87000589663707
581,19363.34191702432,,168.28040448482486,,146.58650795000753,88.20004606254581,94.63505302559082,50.37455367757207,42.879938201471454,142.64140954763369,131.90616493145092,179.98921805459844,91.69815095216354
582,19396.669527896996,170.14609974948945,170.0503355897615,92.55587473185729,147.74264010865923,81.39611751569083,94.05768065340239,46.93173284064551,44.93544658922244,143.67081906526187,122.82791836382103,179.99091893542297,88.32882650669814
583,19429.99713876967,176.3064277186606,172.1306142256484,98.34163844202779,149.06136697005064,77.36446163674819,93.44714390576728,45.449315411486594,44.467016082984536,141.8949885717019,123.11742476111971,179.99176856215664,86.18299341515231
584,19463.324749642346,177.5869960202731,172.10523174311746,102.90059233914207,148.9923560380856,75.2848365558206,93.17069123922539,43.76676716338115,43.278499323768926,141.66634729903896,123.01838898151495,179.99336438624726,85.20337404811914
585,19496.65236051502,179.66852733418347,172.03348040563543,104.81510572073131,149.71764319065542,76.01522146153523,91.52972480470325,45.70735167652488,42.80072319575894,126.03144373560599,119.4301892531606,179.99344952358447,84.68152440461148
586,19529.979971387696,179.42981416170787,170.92557194251222,106.19156233249959,149.76448281638048,75.01596869223437,91.16962264968309,43.95672298152935,42.68996291133796,129.5554435466276,120.81049577107481,179.9934713344392,84.04140584371332
587,19563.30758226037,178.51477097983667,169.67948063343835,104.86337429931484,148.62669240742488,73.99357523402378,91.64061042181046,,42.41207473210915,,121.1995741837088,179.99334007503683,83.8475155220853
588,19596.635193133046,176.95423498818292,170.32452566061548,103.7736062559773,148.45024757646758,74.5845665903419,92.29854854138694,,42.90260854252297,,121.54818274712538,179.9931920781617,84.50180820339104
589,19629.96280400572,175.5621923660311,171.7006985530389,104.46744180108908,148.78073152327715,74.40428614270519,92.50421424918848,,43.355748662027075,,121.99627977024052,179.99338330056216,84.52301846082884
590,19663.290414878396,176.45943007386555,172.58530280216817,104.73620603471065,149.6014224291277,73.94794951553227,92.59955108478715,,44.80061488089636,,122.39045163153645,179.99368470102962,84.36810733874621
591,19696.61802575107,176.198514876781,173.60831817781016,104.66692728013388,150.60239999624537,74.01536823636921,91.79193627466789,,45.19500298199849,,121.94428467822941,179.9936596738644,83.96463936428637
592,19729.94563662375,176.4421677365944,173.8686080878749,105.06341750359226,151.45262583667522,74.03722139603235,90.88199255780631,,46.498647732507926,,119.64792202435042,179.9934418576195,83.39934193824601
593,19763.273247496425,176.26802037390863,174.839639844675,106.6414058809271,152.11904483994257,73.43235949373354,89.5963532576773,,47.60963753454686,,116.65246832609215,179.993553535621,82.35903233980711
594,19796.6008583691,174.84160099366431,175.22854741417686,108.55158925722439,151.48836479576065,73.46370417774128,89.3702388093421,,48.36654540676841,,115.11521581941122,179.99380630727433,82.21405044545489
595,19829.928469241775,174.0052302828613,176.09780695833993,109.41766497633242,151.42163681422045,73.11137070924566,88.77240610765573,,48.773945840262975,,113.21467901869786,179.9938873046794,81.7163385653005
596,19863.25608011445,172.65443238700874,176.7186116606288,111.04723033134636,151.24480460217086,72.68060704288995,88.09606272083352,,48.89939826964726,,113.81192220330158,179.9942330834729,81.17590830800559
597,19896.583690987125,171.3169510874947,176.99388458487627,112.34960412811363,151.27404742253054,71.6274207969916,87.61997030641761,,49.746623761264416,,113.41961905529286,179.99435399061457,80.46307695886523
598,19929.9113018598,169.19726836383663,177.73627381044295,114.03279218619141,151.68623412132936,71.09992689398672,86.84670778046208,,50.69787714009991,,116.08699082472168,179.9944774918949,79.792189909787
599,19963.238912732475,169.6883321650123,178.04654960914272,114.16468318701995,152.51055352728056,70.66860906635647,85.9340708768713,,51.657962254645064,,116.09597826617949,179.99462797636173,79.06357332672353
600,19996.56652360515,170.97842301969698,179.09109189289654,113.55004385438156,153.84978435573692,70.28330861830622,84.50516206980471,,52.97900979936671,,115.78725272129311,179.99463069817682,78.09154950088129
601,20029.894134477825,171.88918638837913,179.66904941434836,112.7353434474015,155.39311026430738,70.52550170543462,83.20121456957587,,52.8088560945764,,117.181791686248,179.99470134599912,77.43991166564139
602,20063.2217453505,173.82058564207424,177.38756698159256,111.34377267976905,157.72748131917265,70.98867464512311,81.81130607255255,,52.34355304118819,,121.23408778304133,179.9947029387349,76.82458997854151
603,20096.549356223175,175.83998870656274,175.47055186532967,110.88340875458114,159.5101800318585,71.02402504374376,81.13625920114019,,52.121098455162,,123.29935943600631,179.99468368943567,76.44780330008378
604,20129.87696709585,176.17189832698602,175.0123830781677,111.69838547935747,160.64445620397095,71.2247001149002,79.85558793574174,,51.067078570481875,,126.69876563416439,179.9946258201389,75.83782984746763
605,20163.204577968525,176.98463715826787,174.51533871781606,111.76369625951627,161.27687613799864,71.61355229236496,78.99076915549809,,51.44709626647594,,127.26925637029471,179.994587609793,75.51904038631316
606,20196.532188841204,177.43357280795314,174.25983786004375,112.69821208339602,161.5193305132485,69.76746112617367,78.63108967897047,,52.11162737656793,,128.22803498740856,179.99441720931273,74.47578870921141
607,20229.85979971388,177.82078298950307,174.17188048099777,113.51862541484728,161.60541076240992,68.462861775075,77.84954672104567,,52.1497069429809,,127.18035895220736,179.99437976579424,73.42040871475218
608,20263.187410586554,178.08678934097605,174.2547024597755,113.82012777205871,161.90613543750044,67.33564431871969,77.40397098355231,,52.75435734464332,,126.20306181532614,179.99436218376857,72.6545535321322
609,20296.51502145923,178.17980269476695,174.76226077750033,114.20779938458682,162.3870353585871,67.27554151754816,76.89079238049283,,53.304408176629444,,125.20162952611723,179.99427478980317,72.34868570797286
610,20329.842632331904,178.02539936127653,175.74728081606247,114.74147469475366,162.49773647984728,66.82618758476212,75.856306274145,,53.15607802394261,,124.02205908136767,179.99416747834252,71.5748860424285
611,20363.17024320458,178.26839213485462,176.1878143397141,115.43502761747455,162.26730214499972,65.73675617046366,75.16714311339649,,53.27511814951124,,120.85523618115089,179.99405890898342,70.70140562090371
612,20396.497854077254,179.57027792456188,176.5595361759339,113.9867818220388,162.11025758001657,66.71703108999425,74.90257309714377,,53.07240051383397,,116.9499867547995,179.99349888289325,70.98034940724966
613,20429.82546494993,179.58134780685873,177.2325878659482,114.10339686516296,161.73232701927677,66.18563784879547,76.01240655955345,,54.01094194589452,,114.70606841838676,179.99344383464273,71.3585107525675
614,20463.153075822604,179.44210327308696,179.35391233465992,111.86690830566586,161.3970585771685,66.9228571369418,76.43369404871588,,53.97272054000611,,113.36663490842292,179.99281549521865,71.9251996408924
615,20496.48068669528,179.67077772366275,178.5207355782539,111.39907993114943,161.33850968793436,68.2506715621157,76.63433554152869,,53.998457792690225,,114.40374966749258,179.9924790083595,72.64115102640017
616,20529.808297567954,177.19422891242766,176.86948019509376,112.38600515292075,160.8190396301612,68.87737725154669,77.57046535600796,,54.40125786935365,,116.01709883849081,179.99224414082033,73.4358489609694
617,20563.13590844063,174.82504716403764,177.06572661213394,113.58432564906552,161.56893542486245,68.85659588491491,77.34597721595371,,54.222817601782786,,116.88698203086943,179.99202189001127,73.31421602777962
618,20596.463519313304,174.05242056294625,177.2620706173258,114.3479115465468,162.04172087498696,68.54077758132516,77.37237635159582,,53.53615838639942,,119.19591046956587,179.99176829193755,73.18298654471198
619,20629.791130185982,172.51250313195314,176.81890819140446,116.20035786852154,162.07687680500314,67.86170296822864,77.37092969603962,,54.58294808286207,,115.4212849698032,179.9923694387376,72.86456177555996
620,20663.118741058657,173.46917224370378,177.14138927889937,116.5109082070084,162.318532470553,66.71497689500434,76.43138607917616,,54.18384622192754,,113.47306078473669,179.99294264175828,71.82015657131454
621,20696.446351931332,176.81109942568474,177.23555104302199,116.59764036915742,162.36781204034767,64.97600389640712,75.03585412050188,,52.01537563441948,,119.68238522792598,179.99379219625672,70.23749949665356
622,20729.773962804007,179.44053766460155,177.6465514305987,114.82838144464752,162.72269366323692,64.35477369629173,73.68688997378632,,50.4956867071224,,125.46207808253486,179.99381556985097,69.20509208517342
623,20763.101573676682,179.14482718296176,178.1039710460002,116.38941559876358,162.44825736398192,62.30532504846064,72.25906534959958,,48.599941728626995,,128.82559223415507,179.9941367807958,67.45572229647168
624,20796.429184549357,179.17111188721046,178.4544508881885,117.4662838562845,161.85427307943758,59.43692203282953,70.91322437020696,,47.22080363215243,,127.8836495298058,179.9943141557657,65.4312595419187
625,20829.756795422032,179.50204014463034,178.86213100587824,117.48524515140315,161.35094997389774,58.8419967990021,70.47398740821774,,47.58610112574535,,125.51666131696129,179.9944855638534,64.93680426938532
626,20863.084406294707,179.60652607912112,178.10321953633982,117.4753286204542,160.3373634482561,57.730863959085745,70.31890324453842,,48.49995245685408,,128.53690402474564,179.99464903566874,64.32596044711224
627,20896.412017167382,179.89213727352373,177.95115961391423,118.90506753792833,160.49068606512276,56.72173196339075,69.8376703384083,,49.62482895723247,,131.29533299711042,179.99474234535504,63.59853495752009
628,20929.739628040057,179.6317966888438,177.10280073339388,119.45721188989786,160.06768573241013,56.05528500025487,69.39658864219601,,50.500532933609996,,132.3905607336493,179.99488770841637,63.03762295600209
629,20963.067238912732,179.38564664798403,176.21208365538885,119.53550970263106,159.06948018203528,55.8557053899668,68.68190145927717,,49.60684306239136,,135.63114808329712,179.9950188376692,62.56336564636923
630,20996.394849785407,178.955207372738,176.00525841627947,120.0166981640549,159.07070219327545,55.811506168361504,68.9645142943054,,49.5185613998776,,137.15483327807647,179.99501705333324,62.702937778739596
631,21029.722460658082,179.63386030830588,175.82581453556844,119.39820226424808,159.264397587324,56.14429867262761,69.08861731049568,,49.61424850163173,,138.05018191293757,179.99489525723763,62.919399388648074
632,21063.050071530757,179.78749752719207,175.41768396091513,118.88860102381739,159.1449026166168,56.32884996012882,69.45762615110185,,49.9544337367746,,137.25007394987836,179.9947012901465,63.189931219191024
633,21096.377682403436,179.72500530198755,175.376990349924,118.8300319135746,158.96353286306592,57.05212317202573,70.20125109772992,,50.44185007906052,,136.42506197820967,179.99469033975177,63.9285761444984
634,21129.70529327611,179.72011549221497,175.20876697213325,118.70597761117754,159.42966417165394,58.396507044592354,70.5850528243748,,50.68872566502404,,135.53646366206425,179.99458205986795,64.73404355945287
635,21163.032904148786,179.4677220212119,174.8408825716118,118.3420724931083,160.2722324642964,59.3867100082883,70.76882043676358,,51.80790558374719,,132.06208839164887,179.99436397889798,65.28151774853418
636,21196.36051502146,179.10311154565957,174.4451493608221,117.82265791431534,161.88306840350882,59.91006683815473,70.39827774926468,,52.192328784219946,,129.2705268674688,179.99392604173815,65.33707060920318
637,21229.688125894136,177.65361622997665,174.84585420838116,116.7043276438707,163.89122794327494,60.68716826615384,70.09108438638617,,53.81444988318307,,126.3379588688614,179.99346902139263,65.55349583385998
638,21263.01573676681,176.2522277300863,174.49176569116437,115.58260949659862,166.07957747074676,,69.08277583333127,,54.9655485058433,,126.33514792989844,179.99273965413272,
639,21296.343347639486,173.7859188402156,173.61360632593636,113.83452987322471,167.77838395676858,,67.99424538398807,,56.492606253683796,,125.89465075264897,179.99185093622614,
640,21329.67095851216,172.67264430059433,172.72535949565884,112.31253469955881,168.78378902084498,,66.42640142847713,,56.18146441819326,,130.07412396491412,179.99049454339263,
641,21362.998569384836,172.47189487187603,172.15436717026924,112.08774187571593,168.65215962250375,,65.9906658464483,,55.6230438341624,,134.63703971046877,179.99023329697212,
642,21396.32618025751,172.2884037011547,172.5159404445552,111.63547246163075,169.462903282491,,66.19840080147546,,54.854629245346956,,137.51412030631286,179.98905776553548,
643,21429.653791130186,170.9865500167321,173.50005810805519,110.28785075556611,171.39414932367643,,65.94707390872205,,53.225386966672865,,141.0593751140218,179.98579740974074,
644,21462.98140200286,170.46464825724527,172.4971644387561,109.92672929573314,171.999487219696,,66.2684163534724,,51.68604538109644,,146.03005689415002,179.98244613024823,
645,21496.309012875536,170.17990163353613,172.54418209975236,108.27249264939034,173.50351685600143,,66.73927154821268,,51.82022080903678,,152.73011951844447,179.96511597815922,
646,21529.63662374821,146.48346330651094,139.753486506087,167.46429666104007,167.90033599959318,,65.44832964146212,,52.63551395130589,,155.79844466381087,179.97625012834888,
647,21562.96423462089,151.65861736690272,144.35357296257155,162.01257765540728,168.23286890971477,,66.73759054088107,,57.24373697307192,,158.39884261210545,179.9845407745291,
648,21596.291845493564,162.3221035113353,173.9522515293816,150.07356333343233,170.38432559475066,,68.46568983507225,,63.498657728227776,,153.1673934581383,179.98440792770103,
649,21629.61945636624,173.54108150269553,167.95294518060317,138.17748743337478,171.24384760345458,,70.64507845556811,,69.10370577126118,,147.97678305953968,179.98558790893247,
650,21662.947067238914,175.71926819589552,165.11233161010497,135.25099344192972,170.22444120148324,,73.49050956994722,,72.23950928285072,,145.77658300019033,179.98416128889258,
651,21696.27467811159,159.11374993632248,167.76630302884658,161.70289705324504,129.0714488969067,,75.91585004102575,,75.97700932980943,,142.0751490330092,179.9890372343834,
652,21729.602288984264,161.53762905792772,163.27605463479176,163.63149313660543,118.34599945350203,,78.50136208528782,,80.1099721553069,,145.7836876187048,179.990873707014,
653,21762.92989985694,162.30329897182784,170.97274936616776,163.17028568467282,111.34939979670726,,81.27391040681941,,81.16273080390415,,145.24841133584664,179.99157218496515,
654,21796.257510729614,163.0816057299242,174.53926946067583,162.17627826509172,105.02747510831597,,81.25837674296552,,79.65988726631804,,145.491846692341,179.99263860369706,
655,21829.58512160229,161.74022952215242,171.72029121580917,160.9860636942235,111.42668042619995,,81.30686006074096,,75.65803682605794,,151.4938831420035,179.99270205063814,
656,21862.912732474964,162.50608121884858,164.92355130798705,160.82530496262552,114.82302422678231,,80.75490582990166,,72.44508428593895,,153.3158126869004,179.99287547331045,
657,21896.24034334764,160.86629327890608,162.20927365189448,159.8959007114684,115.90414665727118,,80.3673888766302,,70.08105080073175,,156.03143369082284,179.99308216132087,
658,21929.567954220314,158.8356257362671,138.4778777022946,158.56899809667146,129.6916382425175,,81.07183096994984,,69.31784922663549,,157.21166365290435,179.99328094373345,
659,21962.89556509299,160.24012915026114,150.27237577835137,157.8238527527237,140.18992352234088,,82.13137309660792,,67.85775732798224,,159.76858357202272,179.9935629587138,
660,21996.223175965664,159.99664639730204,153.659879254694,157.58074557182465,123.86531914295071,,83.08432588593914,,67.46649918460281,,160.30344037639196,179.99384638369395,
661,22029.550786838343,159.37015043513014,157.70947446071116,156.55255844543234,123.78671596658809,,84.66872130413188,,67.86364786366819,,159.71550334143447,179.99402106856627,
662,22062.878397711018,159.94091397185076,164.07380674082728,156.67517737313443,118.53295044945496,,86.4863192594951,,69.18192997118743,,159.03553447962037,179.99427263431215,
663,22096.206008583693,173.91433241006658,171.82150585330243,151.82698090561658,129.2215948150014,,88.8658332497808,,69.82981833416119,,160.852411725966,179.99443613132192,
664,22129.533619456368,148.22878221696675,121.44019152010097,121.09004797365034,144.0278276806282,,90.91986086066913,,69.94252820013911,,156.3578373987067,179.99455729036765,
665,22162.861230329043,153.0644277331139,122.79408120005816,117.62649902576388,144.33528364967663,,91.70552043096758,,69.83699092998597,,154.55683712123218,179.99452690676316,
666,22196.188841201718,149.392171968614,165.03636093052975,120.51663901862821,144.21285333283618,93.03324748583361,93.28531413997753,119.40588113043088,69.25923227501674,144.87024536838837,152.77032218112547,179.99460602898006,93.92396270218678
667,22229.516452074393,160.9866173524648,128.92602261231758,111.48537831311289,148.08475244455565,82.08995612867712,93.77032339894022,105.27582590053714,69.2796471557289,158.6994062036854,148.23053852956812,179.99464121681436,92.58089488311042
668,22262.844062947068,156.05312231086327,177.9240191153225,117.76011891205185,149.1115602478009,82.14964345809955,93.97754830848011,103.82935887507269,69.45000883640009,156.05970023610195,144.68426138320424,179.994773858469,92.73067820502087
669,22296.171673819743,177.45081279026914,171.59228777378152,120.63956908590222,149.97284084631542,96.0312273336113,95.24097794544167,115.61073692609587,71.34762519245322,152.88082564726815,139.79998769752868,179.9950089942176,96.00416804055192
670,22329.499284692418,171.70730428840727,107.94778982609826,134.3110130404559,147.7654655221008,96.23133586061354,94.81029228036637,111.44703947060304,71.38685042744541,151.337872839933,139.81730112933138,179.99516365156674,95.80010921292053
671,22362.826895565093,176.11629902577934,145.46468461247218,106.41323510623218,163.37060968247323,95.93243728650373,95.47088037742844,110.58893547340355,71.03465054197233,145.69642890028643,140.11253980977725,179.9951409423247,96.04289742325868
672,22396.154506437768,175.5948215269077,149.2379071106293,104.63890305510232,167.89218783233497,99.13615737041357,95.97189503127389,111.07505307148797,67.69608408026285,137.7568470663418,125.77828242193179,179.99490802468574,96.86916581300245
673,22429.482117310443,170.85492860144024,155.01718676032434,102.14018975479644,172.32151434058565,95.32774792986793,98.94789161502399,98.71071421318206,60.7879764037922,144.17920992601782,130.21635459866476,179.99306818489418,97.09352972187196
674,22462.809728183118,160.77115067760934,168.87016736343432,102.48194345262279,178.49268188212258,176.99239880627923,163.69343295614354,169.35263808629034,136.10881223570013,179.98460639136107,160.52458446780057,179.99024752409244,171.3106136193812
675,22496.137339055796,125.57995073616473,154.6287254821469,147.87896140049088,167.91665373801428,169.21921402643315,172.242641964068,176.19641222417528,164.8952706431456,179.8018127152668,170.73117526268652,179.98722884861075,170.50725603087673
676,22529.46494992847,,,,,,,,,,,,
677,22562.792560801146,155.36167543892367,153.70717071809992,20.099021872291146,14.831270193225974,163.60396022438687,168.3018807450816,129.622182608692,174.24520528109673,143.7262276000699,146.13732924982546,179.99846038545985,166.09016287479855
678,22596.12017167382,161.15281490407355,150.33450634414794,18.781510132773214,16.169838122513774,162.02872278927558,169.70789922326313,106.53796316929078,176.90772131482578,120.27345870631497,138.55322364801796,179.99854234957584,165.9274167843615
679,22629.447782546496,160.92334935231645,141.8157064961854,19.461539437585778,19.50790876260304,154.7448623467241,166.02873720865492,105.32379402668062,173.7460173838508,149.25791650147465,139.56965194862812,179.99858460422297,160.28074388447496
680,22662.77539341917,158.98502228286804,129.02671467670638,22.077096973470525,21.28753458668346,147.4753532852093,162.56265134812833,104.50890666362058,163.10221584345967,141.89670259797634,146.9881603721359,179.99866671141675,155.01351089698926
681,22696.103004291846,155.95263822001704,117.78611532816566,24.925914125666914,21.629525872057563,141.95562889892517,166.6509033774683,109.60533057645647,167.77294673220126,151.43682759450536,137.12116346027165,179.99863180329098,154.7537599783602
682,22729.43061516452,154.42007343439928,106.50554819233611,28.571781377059267,23.336426205486802,142.33685720673574,168.8354811722842,113.88337575022753,169.63658667801295,143.76532265025554,140.068110161008,179.99858009818936,156.82878912612333
683,22762.758226037196,156.666262023827,97.63522569094182,28.394719013669025,25.48854102334322,138.58242497828127,169.4077681578729,121.08501906571672,170.3944895432398,133.6360224282143,152.14877385288082,179.99856957824636,155.9826634107005
684,22796.08583690987,158.56702924002857,89.34890646558624,28.7261033808533,26.71495289885066,136.57103433489672,172.11235556000054,131.61490801099052,171.81886610754012,158.39252210116595,157.71373786052462,179.99854710676775,155.88118093222505
685,22829.413447782546,160.45406816675097,81.56597389320302,27.720845920067035,25.90306958674204,135.42873987621002,174.5978886910398,139.52451160627047,175.13846850942232,151.21640338417726,163.46747507382736,179.9985266466504,155.9706210653155
686,22862.74105865522,162.68539377490205,72.99185681379393,26.250487951637783,23.450488261558665,135.0145406735645,177.24088298566807,149.19435785806425,178.0801845215228,148.40468451087105,160.3217294748782,179.99847153961355,156.91920381223815
687,22896.068669527896,162.6081724203677,69.15500285858153,25.106419179705487,22.019476345684065,134.4704734367027,179.65399573726734,157.06409830415978,179.53217517553873,145.2311546769434,155.07204280708197,179.99847874928912,157.85145960755995
688,22929.39628040057,165.32884286237334,67.54751973457766,23.6220470408191,20.665716266921304,139.3695599820062,175.98835150748135,165.06890147170165,179.36857726682715,149.70190639272033,153.0667202938502,179.99841587183153,162.40564690047364
689,22962.72389127325,164.06397843854685,71.31789428979285,23.88375049890413,21.90429518565167,143.77284494093863,172.4974434104668,170.31061246251969,179.42392453534575,156.84385387564024,164.93146704788157,179.99820378239394,166.15405394882248
690,22996.051502145925,162.91741497341258,75.41167457729446,19.121855098726485,22.07994953427534,158.6950809093261,161.08493182775513,139.7709832118952,175.15327678546646,132.9753760120821,143.8503667554574,179.99804294221292,160.19998937306573
691,23029.3791130186,158.88065168399993,79.56008251570941,18.81840381352576,19.588609527135695,165.58214370076777,157.9551284005611,143.63144709572472,171.10163510535034,147.52883876593768,147.32567128021898,179.99794684904782,162.0469459162164
692,23062.706723891275,160.7854078281497,82.73535040524098,16.8783637733482,17.898490750916075,147.78807211863813,173.07115464926238,168.42046177530185,170.0795396895735,73.94320420401483,153.63494699478838,179.99785027492845,166.31721105392805
693,23096.03433476395,158.0257938170339,85.46234488428435,18.65012492267786,13.864344740728823,152.89695026451133,159.4134630110348,167.15255463909145,175.6076923707752,106.66413189839183,155.56299606554913,179.99755695986718,176.4520064132612
